Country	Area	Location	Month	Year	Time	Sex	Age	Type	Injury Categories	Species
USA	Florida	Ponce Inlet, New Smyrna Beach, Volusia County	Mar	2003	11h45	M	21	Unprovoked	Limbs bitten	unknown
USA	Florida	Ponce Inlet, New Smyrna Beach, Volusia County	Mar	2003	16h30	M	19	Unprovoked	Lacerations	unknown
USA	Florida	New Smyrna Beach, Volusia County	Mar	2003	14h00	M	17	Unprovoked	Puncture wounds	unknown
USA	Florida	New Smyrna Beach, Volusia County	Mar	2003	16h14	M	30	Unprovoked	Lacerations	3' shark
SOUTH AFRICA	Western Cape Province	Melkbosstrand	Mar	2003	09h40	unknown	36 & 26	Boat	Limbs bitten	2 m cow shark
USA	Florida	Daytona Beach, Volusia County 	Feb	2003	17h11	M	18	Unprovoked	Severe	6' shark
USA	South Carolina	Isle of Palms, Charleston County	Feb	2003	Afternoon	M	15	Unprovoked	Lacerations	7' shark
SOUTH AFRICA	Western Cape Province	Near the wreck of the Kakapo off Noordhoek Beach	Feb	2003	14h30	M	19	Unprovoked	Lethal	White shark
USA	Florida	Boca Grande, Lee County	Feb	2003	unknown	M	unknown	Unprovoked	Lacerations	unknown
USA	Texas	1.5 miles off Surfside 	Jan	2003	12h20	M	unknown	Provoked	Limbs bitten	1.2 m [4'] bull shark
USA	California	Avila Beach, San Luis Obispo County	Jan	2003	08h15	F	50	Unprovoked	Lethal	4.5 m to 5.5 m [15' to 18'] white shark
SOUTH AFRICA	Eastern Cape Province	Jeffrey’s Bay	Jan	2003	08h00	M	16	Unprovoked	Limbs bitten	3.5 m [11.5'] white shark
AUSTRALIA	Northern Territory	Nhulunbuy	Jan	2003	unknown	M	37	Unprovoked	Limbs bitten	unknown
USA	Florida	Ponce Inlet, New Smyrna Beach, Volusia County	Jan	2003	15h45	M	18	Unprovoked	Lacerations	unknown
USA	Florida	Daytona Beach, Volusia County	Nov	2003	14h37	F	15	Unprovoked	No details	unknown
BAHAMAS	Abaco Islands	Bakers Bay	Nov	2003	14h30	M	58	Unprovoked	Limbs bitten	Unidentified species
USA	Florida	Near New Smyrna Jetty, Volusia County	Oct	2003	10h07	M	10	Provoked	Puncture wounds	2' shark
USA	Florida	Canova Beach, Brevard County	Oct	2003	unknown	M	21	Unprovoked	Limbs bitten	1.5 m to 1.8 m [5' to 6'] shark
BAHAMAS	Abaco Islands	10 miles west of Walker’s Cay	Sep	2003	14h45	M	39	Unprovoked	Limbs bitten	2.1 m  [7'] bull shark
USA	Florida	Fort Lauderdale, Broward County	Sep	2003	unknown	M	unknown	Unprovoked	Lacerations	8' great hammerhead shark
FRENCH POLYNESIA	Society Islands	Moorea	Sep	2003	unknown	M	unknown	Unprovoked	Limbs bitten	unknown
NEW ZEALAND	Cook Islands	Beveridge Reef	Sep	2003	unknown	M	unknown	Unprovoked	Limbs bitten	Grey reef shark
USA	Florida	New Smyrna Beach, Volusia County	Sep	2003	13h53	M	17	Unprovoked	Lacerations	Unidentified species
USA	Florida	St Augustine Beach. St. Johns County	Sep	2003	Morning	M	15	Unprovoked	Lacerations	106 cm [3.5']  shark
BRAZIL	Pernambuco	Piedade, Recife	Sep	2003	unknown	M	unknown	Unprovoked	Lethal	unknown
USA	Florida	Cocoa Beach, Brevard County	Sep	2003	Afternoon	F	12	Unprovoked	Lacerations	“small brown shark”
USA	Hawaii	Makua Beach, Oahu	Sep	2003	08h00	M	60	Unprovoked	Limbs bitten	3.7 m to 4.3 m [12' to 14'] shark
USA	Johnston Atoll	unknown	Sep	2003	Afternoon	M	51	Unprovoked	Limbs bitten	Unidentified species
USA	North Carolina	Masonboro Island, New Hanover County	Sep	2003	Late afternoon	M	33	Unprovoked	Limbs bitten	"""sand shark"""
USA	Florida	Ponce Inlet, Volusia County	Sep	2003	11h55	unknown	15	Unprovoked	Puncture wounds	unknown
USA	Florida	Coral Cove Park, Jupiter Inlet, Palm Beach County	Aug	2003	10h00	M	18	Unprovoked	Lacerations	unknown
USA	Florida	Ponce de Leon Inlet, Volusia County 	Aug	2003	13h23	M	22	Unprovoked	Limbs bitten	3' to 5' shark
USA	Hawaii	Between Magic Sands Beach and Kahaluu Beach on the Kona coast	Aug	2003	11h45	M	20	Unprovoked	Limbs bitten	1.8 m [6'] reef shark - or a 2.1 m to 2.4 m [7' to 8'] grey-colored shark
USA	Florida	New Smyrna Beach, Volusia County	Aug	2003	11h40	M	34	Provoked	Limbs bitten	4' to 5' shark
USA	Florida	Daytona Beach Shores, Volusia County	Aug	2003	12h20	F	9	Unprovoked	Lacerations	unknown
PHILIPPINES	Baatan	Limay	Aug	2003	unknown	unknown	unknown	Unprovoked	Severe	White shark
BRAZIL	Rio de Janeiro	Copacabana Beach, Rio de Janiero	Aug	2003	unknown	M	unknown	Provoked	Lacerations	unknown
BRAZIL	Rio de Janeiro	Copacabana Beach, Rio de Janiero	Aug	2003	18h30	M	16	Unprovoked	Limbs bitten	unknown
BRAZIL	Pernambuco	Pau Amarelo Beach, Paulista District (17 km from Recife)	Aug	2003	17h00	M	17	Unprovoked	Limbs bitten	Bull shark
BRAZIL	Rio de Janeiro	Copacabana Beach, Rio de Janiero	Aug	2003	unknown	M	7	Unprovoked	Lacerations	unknown
USA	Florida	Melbourne Beach, Brevard County 	Aug	2003	14h30	M	36	Unprovoked	Limbs bitten	Unidentified species
USA	Florida	Shepard Park, Cocoa Beach, Brevard County 	Aug	2003	13h30	M	17	Unprovoked	No details	Unidentified species
USA	Florida	Playalinda Beach, Brevard County	Aug	2003	Afternoon	M	30	Unprovoked	Limbs bitten	Unidentified species
USA	Florida	Sunglow Pier, Daytona Beach Shores, Volusia County	Aug	2003	09h00	M	23	Unprovoked	Lacerations	0.9 m to 1.2 m [3' to 4'] shark
USA	Florida	New Smyrna Beach, Volusia County	Aug	2003	14h20	M	18	Unprovoked	Limbs bitten	Unidentified species
USA	Florida	New Smyrna Beach, Volusia County  	Aug	2003	13h20	M	11	Unprovoked	Limbs bitten	A “small” shark
USA	Florida	North Beach, Patrick AFB, Brevard County	Aug	2003	08h50	M	12	Unprovoked	Lacerations	Unidentified species
USA	Florida	Cocoa Beach, Brevard County	Aug	2003	13h00	M	20	Unprovoked	Lacerations	"15 cm to 20 cm [6"" to 8""] bite diameter just below left knee"
VENEZUELA	Nueva Esparta	El Yaqu, Isla de Margarita	Jul	2003	--	M	28	Unprovoked	Limbs bitten	Mako shark, 3 m [10']
USA	Florida	Melbourne Beach, Brevard County	Jul	2003	Dusk	M	unknown	Unprovoked	Lacerations	unknown
USA	Florida	New Smyrna Beach, Volusia County	Jul	2003	08h00	M	50	Unprovoked	Limbs bitten	4' to 5' shark
USA	Florida	Petting Tank, Florida Aquarium, Tampa, Hillsborough County	Jul	2003	unknown	F	unknown	Provoked	Minor injury	60 cm [2'] captive shark
NEW ZEALAND	Southland	East side of Bench Island in the Foveaux Strait	Jul	2003	11h45	M	44	Unprovoked	Lacerations	2.5 m [8.25'] white shark
AUSTRALIA	South Australia	Goolwa Beach, Fleurieu Peninsula	Jul	2003	Dusk	M	37	Unprovoked	Lacerations	"""a small shark"""
USA	Florida	Jupiter, Palm Beach County	Jul	2003	12h10	M	54	Unprovoked	Limbs bitten	Species unidentified
AUSTRALIA	New South Wales	Coogee Bay, near Sydney	Jul	2003	--	M	24	Unprovoked	Puncture wounds	Thought to involve a 2 m [6.75'] grey nurse shark
AUSTRALIA	Queensland	Burleigh Lake on the Gold Coast	Jul	2003	Morning	M	84	Unprovoked	Lethal	Thought to involve a >2 m [6.75'] bull shark
COSTA RICA	North Pacific coast	Playa Tamarindo 	Jun	2003	unknown	M	unknown	Unprovoked	Lacerations	Bull shark, 7'
AUSTRALIA	Western Australia	Left break at the ‘Hot Spot’ at Sheringa Beach	Jun	2003	13h00	F	unknown	Unprovoked	Limbs bitten	Bronze whaler shark, 2.5 m [8.25'] 
AUSTRALIA	Queensland	Great Barrier Reef  (near Upolu Bay)	Jun	2002	unknown	F	18	Unprovoked	Lacerations	Reported to involve a hammerhead shark
SOUTH AFRICA	Western Cape Province	Scarborough	May	2002	Just after 12h00	M	25	Unprovoked	Lacerations	White shark, 4 m white shark
AUSTRALIA	Queensland	Depth of 40 m on the wreck of the St. Paul off Brisbane	May	2002	unknown	M	26	Unprovoked	Limbs bitten	Wobbegong shark, 1m
AUSTRALIA	Queensland	Miami Lake	May	2002	02h30	M	23	Unprovoked	Lethal	Bull shark
BRAZIL	Pernambuco	Boa Viagem Beach, Recife	May	2002	unknown	M	19	Unprovoked	Lethal	unknown
MICRONESIA	Caroline Islands	Pision Reef, Truk	May	2002	Afternoon	M	unknown	Unprovoked	Minor injury	Blacktip shark
USA	California	Salmon Creek, Sonoma County	May	2002	09h45	M	48	Unprovoked	Lacerations	3 m to 4.5 m [10' to 15'] white shark
USA	Hawaii	Ka'anapali	May	2002	10h45	F	34	Unprovoked	Limbs bitten	2.4 m to 3 m [8' to 10'] grey colored shark
TURKS & CAICOS	Caicos Bank	French Cay	Apr	2002	08h40	F	41	Unprovoked	Limbs bitten	1.8 m to 2.1 m [6' to 7']  Caribbean Reef Shark 
USA	Florida	Ponce Inlet, New Smyrna Beach, Volusia County	Apr	2002	13h40	M	21	Unprovoked	Lacerations	6' shark
USA	Florida	New Smyrna Beach, Volusia County	Apr	2002	13h25	M	16	Unprovoked	Puncture wounds	3' to 4' shark
FRENCH POLYNESIA	Society Islands	Tetiaroa	Apr	2002	unknown	M	52	Unprovoked	Minor injury	unknown
USA	Hawaii	Kama'ole Beach Park I, Kihei, Maui	Apr	2002	11h56	F	60	Unprovoked	Limbs bitten	A “small” shark
BRAZIL	Pernambuco	Piedade Beach, Jaboatão dos Guararapes City, Recife	Apr	2002	16h00	M	36	Unprovoked	Lethal	Possibly a bull shark or tiger shark
USA	Florida	Opposite main gate at Patrick Air Force Base, Cape Canaveral, Brevard County	Apr	2002	Sunset	M	21	Unprovoked	Limbs bitten	unknown
USA	Florida	New Smyrna Beach, Volusia County	Apr	2002	12h00	M	14	Unprovoked	Lacerations	Blacktip or spinner shark
USA	Florida	New Smyrna Beach, Volusia County	Apr	2002	13h30	M	35	Unprovoked	Lacerations	3.5' to 4.5' shark
USA	Florida	New Smyrna Beach, Volusia County	Apr	2002	14h35	M	18	Unprovoked	Lacerations	3.5' to 4' shark
USA	Florida	Ormond Beach, Volusia County	Apr	2002	16h20	M	47	Unprovoked	Lacerations	4' to 5' shark
USA	Florida	Sebastian Inlet, Brevard County	Apr	2002	07h30	M	32	Unprovoked	Limbs bitten	unknown
USA	Hawaii	Kahala, O'ahu	Apr	2002	15h35	M	55	Unprovoked	Limbs bitten	1.2 m [4'] blacktip shark
USA	Florida	Key Largo, Monroe County	Apr	2002	Afternoon	M	  	Provoked	Lacerations	1.8 m [6'] blacktip shark
TONGA	Vava'u	Swimming with humpback whales	Apr	2002	15h00	M	 	Provoked	Lacerations	Tiger shark, 1.5 m [5']k
USA	Oregon	Cape Kiwanda	Sep	2002	 	M	24	Unprovoked	Lacerations	2.4 m [8'] shark
USA	California	Moonstone Beach, Humboldt County	Apr	2002	Early Morning	M	35	Unprovoked	Minor injury	3 m to 3.7 m [10' to 12'] shark
BRAZIL	Pernambuco	Piedade Beach, Jaboatão dos Guararapes City	Mar	2002	15h00	M	19	Unprovoked	Limbs bitten	Bull or tiger shark
USA	Hawaii	Hideaways Beach, Princeville, Kaua'i	Mar	2002	07h50	unknown	unknown	Unprovoked	Lacerations	unknown
SOUTH AFRICA	Western Cape Province	Glencairn, False Bay	Mar	2002	16h00	M	47	Unprovoked	Minor injury	White shark
USA	Florida	Ponce Inlet, New Smyrna Beach, Volusia County	Mar	2002	15h55	M	20	Unprovoked	Limbs bitten	4' to 6' shark
USA	Florida	Daytona Beach Shores, Volusia County	Feb	2002	17h45	M	36	Provoked	Puncture wounds	1' to 2' hammerhead or bonnethed shark
USA	Hawaii	Kewalo Basin Channel, O'ahu	Feb	2002	15h45	M	16	Unprovoked	Lacerations	Tiger shark, 2.4 m to 3 m [8' to 10'] 
USA	Alabama	Gulf of Mexico, 65 miles offshore from Mobile	Jan	2002	17h00	F	29	Unprovoked	Limbs bitten	unknown
USA	Florida	New Smyrna Beach, Volusia County	Jan	2002	14h45	M	27	Unprovoked	Limbs bitten	0.9 m  to 1.2 m [3' to 4'] shark
USA	Florida	Vero Beach, Indian River County	Jan	2002	15h30	M	15	Unprovoked	Lacerations	Nurse shark, 1.5 m [5'] 
USA	Florida	Ponce De Leon Inlet, Volusia County	Jan	2002	12h30	M	15	Unprovoked	Lacerations	unknown
UNITED KINGDOM	Cheshire	Blue Planet Aquarium, Ellesmere Port	Jan	2002	unknown	M	30	Provoked	Limbs bitten	Sandtiger shark, 3 m [10'] 
USA	North Carolina	Topsail Beach, Pender County	Dec	2002	11h00	M	14	Unprovoked	Lacerations	1.2 m to 1.5 m [4' to 5'] shark
USA	South Carolina	Myrtle Beach, Horry County	Dec	2002	19h00	M	13	Unprovoked	Limbs bitten	1.2 m [4'] blacktip or sandbar shark
USA	North Carolina	Emerald Isle, Carteret County	Dec	2002	17h00	F	15	Unprovoked	Limbs bitten	Bull shark, 1.8 m to 2.1 m [6' to 7'] 
USA	Florida	Ponce Inlet, New Smyrna Beach, Volusia County	Dec	2002	18h45	M	19	Provoked	Lacerations	unknown
USA	Maryland	100 miles off Ocean City, Maryland, in 7000' of water	Dec	2002	Shortly after midnight	M	41	Provoked	No details	Mako shark, 400-lb 
BRAZIL	Pernambuco	Piedade Beach, Recife	Dec	2002	15h00	M	22	Unprovoked	Severe	Bull or tiger shark
USA	North Carolina	Wrightsville Beach, New Hanover County	Nov	2002	17h15	F	9	Unprovoked	Limbs bitten	1.2 m to 1.5 m [4' to 5'] shark, possibly a bull shark
AUSTRALIA	Queensland	Sunshine Beach	Nov	2002	10h00	M	30	Unprovoked	Minor injury	unknown
USA	Florida	New Smyrna Beach, Volusia County	Nov	2002	14h25	F	11	Unprovoked	Lacerations	unknown
PAPUA NEW GUINEA	Louisiade Archipelago	Brooker Island , Calvados Chain	Nov	2002	unknown	unknown	unknown	Unprovoked	Lacerations	unknown
PAPUA NEW GUINEA	Louisiade Archipelago	Gawa Reefs, Sudest Island	Oct	2002	unknown	unknown	unknown	Unprovoked	Lethal	unknown
USA	Hawaii	Anini Beach, Kaua'i	Oct	2002	13h345	unknown	unknown	Unprovoked	Limbs bitten	Tiger shark, 2.4 m to 2.7 m [8' to 9']  
USA	Florida	St Augustine Beach, St Johns County	Oct	2002	13h00	M	28	Unprovoked	Lacerations	0.9 m to 1.2 m [3' to 4'] shark; Tooth fragment recovered from hand
USA	Florida	South of Ponce Inlet, New Smyrna Beach, Volusia County	Oct	2002	10h40	M	50	Unprovoked	Lacerations	  
USA	Florida	Jensen Beach, Martin County 	Oct	2002	13h00	M	10	Unprovoked	Lacerations	unknown
SOUTH AFRICA	KwaZulu-Natal between Port Edward and Port St Johns	Off Mkhambati 	Oct	2002	  	M	50	Unprovoked	Limbs bitten	1.5 to 2.5 m [5' to 8.25'] copper shark
USA	California	Stinson Beach, Marin County	Oct	2002	14h15	M	24	Unprovoked	Lacerations	3.7 m to 4.3 m [12' to 14'] white shark
USA	Florida	St. George Island (near Apachicola), Franklin County	Oct	2002	16h15	M	16	Unprovoked	Lacerations	1 m  shark
USA	Florida	a pier at the end of Caxambas Drive, Marco Island 	Sep	2002	17h15	M	55	Provoked	Limbs bitten	3' blacktip shark
USA	Florida	Atlantic Avenue, Palm Beach County	Sep	2002	06h47	M	35	Unprovoked	Puncture wounds	unknown
COSTA RICA	Guanacaste	Playa Grande	Sep	2002	unknown	M	unknown	Unprovoked	No details	Bull shark, 1.8 m to 2.1 m [6' to 7'] 
PAPUA NEW GUINEA	Milne Bay Province	Tewatewa Island	Sep	2002	unknown	M	14	Unprovoked	Lacerations	unknown
USA	Florida	Ten Thousand Islands National Wildlife Refuge, Collier County	Sep	2002	unknown	M	31	Unprovoked	Lacerations	2.1 m to 2.4 m [7' to 8'] shark
BRAZIL	Pernambuco	Pina, Recife	Sep	2002	17h00	M	40	Unprovoked	Minor injury	unknown
AUSTRALIA	Northern Territory	Darwin	Sep	2002	unknown	M	20	Provoked	Minor injury	unknown
AUSTRALIA	South Australia	Smoky Bay, near Ceduna, on the Eyre Peninsula	Sep	2002	12h40	M	23	Unprovoked	Lethal	White shark, 6m [20']
USA	Florida	St. Augustine Beach, St. Johns County	Sep	2002	10h30	M	34	Unprovoked	Limbs bitten	1.2 m [4'] shark
USA	Florida	New Smyrna Beach, Volusia County	Sep	2002	11h10	M	28	Unprovoked	Limbs bitten	unknown
AUSTRALIA	New South Wales	Bar Beach, Newcastle	Sep	2002	18h30	M	45	Unprovoked	Limbs bitten	unknown
BAHAMAS	Abaco Islands	Walkers Cay	Sep	2002	10h45	M	43	Unprovoked	Limbs bitten	Bull shark, 400-lb 
USA	Florida	New Smyrna Beach, Volusia County	Sep	2002	15h00	M	41	Unprovoked	Lacerations	3'  shark
USA	Florida	Lauderdale-By-The-Sea, Broward County	Sep	2002	11h30	M	29	Unprovoked	Limbs bitten	0.9 m [3'] shark
USA	Hawaii	Brenecke Beach, Po'ipu, Kaua'i	Aug	2002	12h00	M	17	Unprovoked	Severe	Tiger shark
USA	Florida	Cocoa Beach, Brevard County	Aug	2002	10h10	F	11	Unprovoked	Limbs bitten	  
BRAZIL	Pernambuco	Boa Viagem Beach, Recife	Aug	2002	17h00	M	16	Unprovoked	Lethal	unknown
USA	Florida	Daytona Beach Shores, Volusia County	Aug	2002	15h45	M	20	Unprovoked	Puncture wounds	4' shark
USA	Florida	Deerfield Beach (near Boca Raton), Broward County	Aug	2002	Morning	M	39	Unprovoked	Limbs bitten	Nurse shark, 1m 
USA	Florida	New Smyrna Beach, Volusia County	Aug	2002	10h55	M	31	Unprovoked	Puncture wounds	Spinner shark, 3' to 4' 
TURKS & CAICOS	unknown	unknown	Aug	2002	unknown	M	unknown	Unprovoked	Lethal	unknown
AUSTRALIA	Queensland	Sunshine Beach	Jul	2002	09h00 -10h00	M	30 or 36	Unprovoked	Limbs bitten	"1.5 m [5'] ""whaler shark"""
FIJI	Cikobia Island (north of Vanua Levu)	unknown	Jul	2002	20h00	M	15	Unprovoked	Lethal	unknown
AUSTRALIA	New South Wales	Paramatta River (near Sydney)	Jul	2002	19h15	M	35	Unprovoked	Limbs bitten	C. leucas tooth fragment recovered from kayak
AUSTRALIA	New South Wales	Just north of Fingal Spit	Jul	2002	20h45 (Sunset)	M	20	Unprovoked	Minor injury	Tiger shark, 3 m [10']
AUSTRALIA	Western Australia	Collie River 	Jul	2002	unknown	M	32	Unprovoked	Puncture wounds	unknown
SOUTH AFRICA	KwaZulu-Natal	Durban Harbor	Jul	2002	02h00	M	16	Unprovoked	Limbs bitten	Zambesi shark?
BRAZIL	Pernambuco	Candeias	Jul	2002	unknown	unknown	unknown	Unprovoked	Lethal	unknown
SOUTH AFRICA	KwaZulu-Natal	Mtunzini	Jul	2002	Sunset	M	26	Unprovoked	Limbs bitten	Unidentified
USA	Hawaii	Olowalu, Maui	Jul	2002	13h00	M	35	Unprovoked	Lacerations	Tiger shark, 1.8 m [6'] 
AUSTRALIA	New South Wales	Flat Rock Beach, Lennox Head	Jul	2001	unknown	M	49	Unprovoked	Minor injury	Bronze whaler shark
USA	Hawaii	Kapalua, Maui	Jul	2001	17h00	unknown	unknown	Unprovoked	Minor injury	unknown
SOUTH AFRICA	KwaZulu-Natal	Salt Rock 	Jul	2001	unknown	M	unknown	Unprovoked	Minor injury	Mako shark, 2 m [6.75'] 
AUSTRALIA	Queensland	200 miles offshore	Jul	2001	13h00	F	20	Unprovoked	Lacerations	Bronze whaler shark?
MEXICO	Guerrero	Ixtapa	Jul	2001	Late morning	M	26	Unprovoked	Minor injury	Tiger shark, 1.8 m [6']
AUSTRALIA	Queensland	Moreton Bay, NE of Brisbane 	Jul	2001	P.M.	M	31	Boat	Minor injury	4 m [13'] white shark
USA	Florida	Ponce Inlet, Volusia County	Jun	2001	16h20	M	21	Provoked	Lacerations	4' shark
USA	Florida	New Smyrna Beach, Volusia County	Jun	2001	15h00	M	14	Unprovoked	Minor injury	unknown
USA	Florida	A quarter mile north of Fort Pierce Inlet	Jun	2001	15h00	M	6½	Unprovoked	Lacerations	2' to 3.5' shark
USA	North Carolina	North Topsail Beach, Onslow County	Jun	2001	13h45	M	16	Unprovoked	Limbs bitten	unknown
UNITED KINGDOM	Cheshire	Blue Planet Aquarium, Ellesmere Port	Jun	2001	unknown	M	unknown	Provoked	Limbs bitten	12' sandtiger shark
USA	Florida	Everglades National Park, Monroe County	Jun	2001	unknown	M	44	Provoked	Lacerations	unknown
USA	Florida	Key Biscayne, Dade County	Jun	2001	18h40	M	13	Unprovoked	Minor injury	unknown
USA	North Carolina	Avon, Hatteras Island, Outer Banks, Dare County	May	2001	18h00	M	28	Unprovoked	Lethal	A large white shark was filmed by divers on a local wreck 2 days prior to the incident.
USA	North Carolina	Avon, Hatteras Island, Outer Banks, Dare County	May	2001	18h00	F	23	Unprovoked	Severe	A large white shark was filmed by divers on a local wreck 2 days prior to the incident.
USA	Florida	Mayport Naval Station, Jacksonville, Duval Country	May	2001	Afternoon	M	20	Unprovoked	Lacerations	1.5 m [5'] shark
USA	Virginia	Sandbridge Beach, Princess Anne County	Apr	2001	18h00	M	10	Unprovoked	Lethal	bull shark
BAHAMAS	Abaco Islands	North of Grand Cay	Apr	2001	13h30	M	44	Unprovoked	Lacerations	3 m [10'] bull shark
USA	Florida	Coquina Beach, Anna Maria Island, Manatee County	Mar	2001	13h30	F	29	Unprovoked	Lacerations	unknown
USA	Florida	New Smyrna Beach, Volusia County	Mar	2001	16h20	M	69	Unprovoked	Lacerations	unknown
USA	Florida	New Smyrna Beach, Volusia County	Mar	2001	16h00	M	18	Unprovoked	Limbs bitten	unknown
USA	Florida	New Smyrna Beach, Volusia County	Mar	2001	14h00	M	18	Unprovoked	Limbs bitten	unknown
USA	Florida	Daytona, Volusia County 	Mar	2001	16h20	M	17	Unprovoked	Lacerations	a small shark
USA	Florida	New Smyrna Beach, Volusia County	Mar	2001	16h00	M	27	Unprovoked	Lacerations	unknown
USA	Florida	New Smyrna Beach, Volusia County	Mar	2001	13h14	M	32	Unprovoked	Minor injury	unknown
USA	Florida	New Smyrna Beach, Volusia County	Mar	2001	13h06	F	17	Unprovoked	Lacerations	unknown
USA	Florida	Wilbur-by-the-Sea, Volusia County	Mar	2001	11h20	F	17	Unprovoked	Lacerations	unknown
USA	Florida	New Smyrna Beach, Volusia County	Mar	2001	12h30	M	20	Unprovoked	Minor injury	Possibly  a blacktip or spinner shark
USA	Florida	New Smyrna Beach, Volusia County	Feb	2001	12h05	M	19	Unprovoked	Lacerations	3' shark, possibly  a blacktip or spinner shark
USA	Florida	New Smyrna Beach, Volusia County	Feb	2001	10h00	M	19	Unprovoked	Limbs bitten	Blacktip shark, 5' to 6' 
BAHAMAS	Grand Bahama Island	High Rock, 25 to 30 miles east of Freeport	Feb	2001	16h00	M	43	Unprovoked	Limbs bitten	1.9 m [6.5'] bull shark
THAILAND	Rayong Province	Laem Mae Pim Beach	Feb	2001	unknown	M	21 & ?	Unprovoked	Limbs bitten	3 m [10'] shark
USA	South Carolina	Near 70th Avenue, Myrtle Beach, Horry County	Feb	2001	unknown	F	unknown	Unprovoked	Limbs bitten	unknown
BAHAMAS	Grand Bahama Island	Freeport	Jan	2001	10h20	M	36	Unprovoked	Limbs bitten	unknown
ITALY	unknown	Rimini	Jan	2001	unknown	unknown	unknown	Boat	Minor injury	unknown
USA	South Carolina	Myrtle Beach, Horry County	Jul	2001	unknown	F	unknown	Unprovoked	No details	unknown
USA	Florida	Taverniier, Monroe County	Dec	2001	16h00	M	unknown	Unprovoked	Minor injury	unknown
USA	Florida	Marathon , Monroe County	Dec	2001	unknown	F	unknown	Unprovoked	Limbs bitten	Nurse shark
USA	Massachusetts	Chatham Island	Dec	2001	unknown	unknown	unknown	Boat	Minor injury	Mako shark, 14' 
USA	Florida	Santa Rosa Island, Escambia County	Dec	2001	14h30	M	48	Unprovoked	Lacerations	unknown
USA	Florida	Amelia Island, Nassau County	Dec	2001	14h30	M	18	Unprovoked	Lacerations	0.9 m  [3'] shark
MEXICO	Baja California	Ensenada	Nov	2001	Evening	M	42	Unprovoked	Limbs bitten	unknown
USA	Florida	Gulf Islands National Seashore	Nov	2001	Dusk	M	8	Unprovoked	Severe	Bull shark, 2.3 m [7.5'] 
USA	South Carolina	Isle of Palms, Charleston County 	Nov	2001	unknown	unknown	unknown	Unprovoked	Limbs bitten	unknown
