,Case Number,Year,Country,Activity,Sex,Age,Fatal (Y/N)
1891,1999.07.06,1999,USA,,M,,N
1892,1999.07.04,1999,USA,Wading in school of baitfish,F,30.0,N
1893,1999.07.03,1999,SOUTH AFRICA,Surfing,M,29.0,N
1894,1999.06.19,1999,USA,Adrift in a life jacket,M,20.0,N
1895,1999.06.17,1999,USA,Surfing,M,21.0,N
1896,1999.06.12,1999,USA,Swimming,M,41.0,N
1897,1999.06.09,1999,USA,Splashing / wading,M,5.0,N
1898,1999.05.29,1999,AUSTRALIA,Windsurfing,M,22.0,Y
1899,1999.05.01,1999,BRAZIL,Surfing,M,21.0,N
1900,1999.04.22,1999,MAURITIUS,Swimming,F,41.0,N
1901,1999.04.11,1999,REUNION,Swimming after being swept into sea by a large wave,M,52.0,Y
1902,1999.04.01,1999,USA,Surfing,M,14.0,N
1903,1999.03.18.R,1999,NEW ZEALAND,Spearfishing & diving for paua,M,,N
1904,1999.03.18.b,1999,BRAZIL,Scientific research (Dr. Sonny Gruber's student),M,,N
1905,1999.03.18.a,1999,USA,"Swimming, towing a kayak",F,29.0,Y
1906,1999.03.14.b,1999,NEW CALEDONIA,Spearfishing,M,,N
1907,1999.03.14.a,1999,NEW ZEALAND,Fishing,M,28.0,N
1908,1999.03.08,1999,USA,Body surfing or body boarding,M,18.0,N
1909,1999.03.05,1999,USA,Swimming near pod of whales,F,29.0,N
1910,1999.02.26.R,1999,USA,Cruising,,,N
1911,1999.02.23,1999,AUSTRALIA,Surfing,M,35.0,N
1912,1999.02.03,1999,USA,Surfing,M,25.0,N
1913,1999.01.29,1999,MAURITIUS,Spearfishing,M,47.0,N
1914,1999.01.13,1999,SOUTH AFRICA,Paddle Skiing,M,,N
1915,1999.01.07,1999,NEW ZEALAND,Inflatable boat,,,N
1916,1999.01.03.R,1999,AUSTRALIA,Fishing,F,37.0,N
1917,1999.01.03,1999,REUNION,Spearfishing,,,Y
1918,1999.00.00.b,1999,SOUTH AFRICA,Spearfishing,M,30.0,N
1919,1999.00.00.a,1999,USA,Body surfing,M,,N
1920,1998.12.24,1998,USA,Surfing,M,19.0,N
1921,1998.12.22,1998,AUSTRALIA,Standing,F,21.0,N
1922,1998.12.20.R,1998,SOUTH AFRICA,Surfing,M,18.0,N
1923,1998.12.18,1998,SOUTH AFRICA,Splashing,M,14.0,N
1924,1998.12.15,1998,AUSTRALIA,Surfing,F,21.0,N
1925,1998.11.21,1998,USA,Swimming,M,9.0,Y
1926,1998.11.14,1998,USA,Surfing,M,14.0,N
1927,1998.11.11,1998,USA,Walking,M,13.0,N
1928,1998.11.05,1998,USA,Surfing,M,32.0,N
1929,1998.11.02.b,1998,JAPAN,Fishing for tuna,M,52.0,N
1930,1998.11.02.a,1998,BRAZIL,Surfing,M,22.0,Y
1931,1998.10.24,1998,USA,Swimming,F,17.0,N
1932,1998.10.18,1998,SOUTH AFRICA,Surfing,M,30.0,N
1933,1998.10.10,1998,USA,Surfing,M,,N
1934,1998.10.04,1998,BRAZIL,Surfing,M,17.0,N
1935,1998.10.01.b,1998,REUNION,Diving,,,N
1936,1998.10.01.a,1998,USA,,M,28.0,N
1937,1998.09.27,1998,USA,Surfing,M,6.0,N
1938,1998.09.22,1998,USA,Surfing,M,18.0,N
1939,1998.09.16.R,1998,SOUTH AFRICA,Fishing / washing bait off hands,M,,N
1940,1998.09.14,1998,USA,Surfing,M,28.0,N
1941,1998.09.00,1998,SENEGAL,Spearfishing,M,25.0,N
1942,1998.08.30,1998,USA,Surfing,M,26.0,N
1943,1998.08.27,1998,ITALY,Fishing,,,N
1944,1998.08.26,1998,USA,Boogie boarding,M,16.0,N
1945,1998.08.23.R,1998,USA,Spearfishing,M,,N
1946,1998.08.15,1998,BAHAMAS,Spearfishing,M,28.0,N
1947,1998.08.13,1998,USA,Body-boarding,M,11.0,N
1948,1998.08.12,1998,SOUTH AFRICA,Moving a shark in a net ,M,,N
1949,1998.08.01.b,1998,SOUTH AFRICA,Surfing (or body boarding),M,19.0,N
1950,1998.08.01.a,1998,SOUTH AFRICA,Spearfishing,M,24.0,N
1951,1998.07.26,1998,BRAZIL,Surfing,M,,N
1952,1998.07.25,1998,USA,Surfing,M,13.0,N
1953,1998.07.06.b,1998,SOUTH AFRICA,Wading,M,47.0,N
1954,1998.07.11,1998,SOUTH AFRICA,Surfing,M,16.0,N
1955,1998.07.06.a,1998,SOUTH AFRICA,Surfing,M,10.0,N
1956,1998.06.28.a,1998,AUSTRALIA,Free diving for abalone,M,26.0,Y
1957,1998.06.22,1998,SOUTH AFRICA,Body Boarding,M,20.0,Y
1958,1998.06.08,1998,USA,Surfing,M,18.0,N
1959,1998.06.05,1998,SOUTH AFRICA,Surfing,M,,N
1960,1998.05.30,1998,SOUTH AFRICA,Surfing,M,17.0,N
1961,1998.05.29.b,1998,SOUTH AFRICA,Body boarding,M,15.0,N
1962,1998.05.29.a,1998,SOUTH AFRICA,Body boarding,M,16.0,N
1963,1998.05.25,1998,USA,Surfing,M,40.0,N
1964,1998.05.16.c,1998,USA,Swimming,F,14.0,N
1965,1998.05.16.b,1998,USA,Swimming / surfing,M,24.0,N
1966,1998.05.16.a,1998,SOUTH AFRICA,Body boarding,M,22.0,N
1967,1998.04.26,1998,MOZAMBIQUE,Towing rubber dinghy,F,35.0,Y
1968,1998.04.21,1998,USA,Surfing (lying prone on his board),M,50.0,N
1969,1998.04.17,1998,USA,Scuba diving,M,16.0,N
1970,1998.04.01,1998,BRAZIL,Swimming ,M,,Y
1971,1998.04.00,1998,NEW CALEDONIA,,,,N
1972,1998.03.31,1998,USA,Swimming,M,40.0,N
1973,1998.03.15,1998,SOUTH AFRICA,Snorkeling  hunting crayfish and abalone,M,33.0,N
1974,1998.03.08.a,1998,USA,Swimming or paddle boarding,M,32.0,N
1975,1998.02.23,1998,USA,Swimming,M,,N
1976,1998.01.28.R ,1998,AUSTRALIA,Spearfishing,M,31.0,Y
1977,1998.01.28.a,1998,NEW CALEDONIA,Windsurfing,M,,N
1978,1998.01.25.b,1998,REUNION,Bathing,M,,Y
1979,1998.01.25.a,1998,SOUTH AFRICA,Surfing,M,21.0,N
1980,1998.01.17,1998,AUSTRALIA,Surfing,M,,N
1981,1998.01.14,1998,MOZAMBIQUE,Surfing,M,23.0,N
1982,1998.00.00.c,1998,SOUTH AFRICA,Surfing,M,28.0,Y
1983,1998.00.00.b,1998,REUNION,Diving,,,Y
1984,1998.00.00.a,1998,USA,Spearfishing on scuba & transferring fish onto a stringer,M,,N
1985,1997.12.28.b,1997,SOUTH AFRICA,Spearfishing,M,39.0,Y
1986,1997.12.28.a,1997,SOUTH AFRICA,Sitting on surfboard,M,,N
1987,1997.12.25.b,1997,USA,,F,29.0,N
1988,1997.12.25.a,1997,USA,Swimming,M,8.0,N
1989,1997.11.09,1997,AUSTRALIA,Scuba diving (submerged riding a scooter),M,42.0,N
1990,1997.11.05.R,1997,USA,Swimming,M,32.0,N
1991,1997.11.05,1997,AUSTRALIA,Unknown,M,21.0,Y
1992,1997.10.28.b,1997,AUSTRALIA,Surf-skiing,M,51.0,N
1993,1997.10.28.a,1997,USA,Body boarding or surfing,M,19.0,N
1994,1997.10.24,1997,USA,Surfing,M,23.0,N
1995,1997.10.21,1997,USA,Surfing,M,12.0,N
1996,1997.10.11.R,1997,SOUTH AFRICA,Fishingat,,,N
1997,1997.10.04,1997,USA,Swimming,F,14.0,N
1998,1997.09.16,1997,BRAZIL,Swimming,M,20.0,Y
1999,1997.09.09,1997,USA,Surfing,M,12.0,N
2000,1997.09.08,1997,USA,Surfing,,17.0,N
2001,1997.09.06,1997,USA,Surfing,M,20.0,N
2002,1997.08.30,1997,USA,Surfing,M,18.0,N
2003,1997.08.27,1997,USA,Walking / surfing,M,22.0,N
2004,1997.08.24,1997,USA,Surfing (sitting on his board),M,29.0,N
2005,1997.08.14.b,1997,MEXICO,SCUBA diving,M,28.0,Y
2006,1997.08.14.a,1997,MEXICO,SCUBA diving,M,33.0,Y
2007,1997.08.11.c,1997,USA,Floating on raft,F,12.0,N
2008,1997.08.11.b,1997,EGYPT,Fishing,M,17.0,N
2009,1997.08.11.a,1997,EGYPT,Fishing,M,16.0,Y
2010,1997.08.10,1997,USA,Boogie boarding,M,17.0,N
2011,1997.08.09,1997,USA,Surfing,M,,N
2012,1997.08.05,1997,USA,Wading,F,10.0,N
2013,1997.08.04,1997,USA,Wade-fishing,M,,N
2014,1997.08.02.b,1997,USA,Body surfing,M,17.0,N
2015,1997.08.02.a,1997,USA,Wading / Surfing,M,19.0,N
2016,1997.07.27,1997,AUSTRALIA,Surfing,M,19.0,N
2017,1997.07.21,1997,SOUTH AFRICA,Surfing,M,25.0,Y
2018,1997.07.17,1997,BRAZIL,Surfing,M,,N
2019,1997.07.14,1997,USA,Standing,M,50.0,N
2020,1997.07.12,1997,OKINAWA,Fishing for octopus,M,55.0,Y
2021,1997.07.02.R,1997,BRAZIL,Surfing,,,N
2022,1997.06.24,1997,USA,Spearfishing / night diving,M,,N
2023,1997.06.15,1997,FIJI,Snorkeling,F,47.0,N
2024,1997.06.09,1997,USA,Surfing,M,18.0,N
2025,1997.06.07,1997,BRAZIL,Bathing,M,,UNKNOWN
2026,1997.06.02,1997,USA,"Body surfing, stood up on sandbar",M,33.0,N
2027,1997.05.31.c,1997,USA,Spearfishing,M,35.0,N
2028,1997.05.31.b,1997,USA,Surfing,M,34.0,N
2029,1997.05.31.a,1997,USA,Surfing,M,12.0,N
2030,1997.05.26,1997,BAHAMAS,Spearfishing,M,54.0,N
2031,1997.05.17,1997,BAHAMAS,Spearfishing,M,,N
2032,1997.04.20,1997,BRAZIL,Windsurfing,M,22.0,N
2033,1997.02.28.b,1997,AUSTRALIA,Swimming,F,21.0,N
2034,1997.02.28.a,1997,AUSTRALIA,Scuba diving,M,30.0,N
2035,1997.02.21,1997,USA,,M,,UNKNOWN
2036,1997.02.20,1997,REUNION,,M,,N
2037,1997.02.03,1997,AUSTRALIA,Rowing ,F,49.0,N
2038,1997.01.25,1997,AUSTRALIA,Snorkeling,M,27.0,N
2039,1997.01.20,1997,AUSTRALIA,Windsurfing,M,41.0,Y
2040,1997.01.03.a,1997,REUNION,Spearfishing,M,,Y
2041,1997.01.01,1997,AUSTRALIA,Watching seals,,,N
2042,1996.12.29,1996,AUSTRALIA,Surfing,M,18.0,UNKNOWN
2043,1996.12.10,1996,SOUTH AFRICA,Surfing,M,,N
2044,1996.12.00.b,1996,NEW CALEDONIA,Spearfishing,M,,Y
2045,1996.12.00.a,1996,NEW CALEDONIA,Attempting to attract dolphins,F,,N
2046,1996.11.29.a,1996,USA,Surfing,M,45.0,N
2047,1996.11.18,1996,USA,Surfing,M,26.0,N
2048,1996.10.28.b,1996,BRAZIL,Surfing,,,N
2049,1996.10.28.a,1996,BRAZIL,Surfing,M,,N
2050,1996.10.09,1996,OKINAWA,Swimming or snorkeling,M,,Y
2051,1996.10.05.,1996,USA,Surfing,M,22.0,N
2052,1996.10.03.b,1996,USA,Surfing,M,21.0,N
2053,1996.10.03.a,1996,USA,Surfing,M,31.0,N
2054,1996.10.00,1996,BRAZIL,,,,N
2055,1996.09.18,1996,USA,Swimming,M,14.0,N
2056,1996.09.06.b,1996,NEW ZEALAND,Diving for abalone,M,23.0,N
2057,1996.09.06.a,1996,USA,Surfing / Swimming,M,19.0,N
2058,1996.09.02.b,1996,USA,Standing,M,5.0,N
2059,1996.09.02.a,1996,USA,Sitting on surfboard,M,28.0,N
2060,1996.09.01.b,1996,USA,Boogie boarding,F,28.0,N
2061,1996.09.01.a,1996,SOUTH AFRICA,Spearfishing,M,29.0,N
2062,1996.08.29,1996,USA,Body Boarding,M,19.0,N
2063,1996.08.13,1996,USA,Free diving for abalone,M,36.0,N
2064,1996.08.11,1996,USA,Wade fishing,M,21.0,N
2065,1996.07.26,1996,USA,Standing,F,8.0,N
2066,1996.07.23.b,1996,OKINAWA,Swimming,M,52.0,Y
2067,1996.07.23.a,1996,EGYPT / ISRAEL,Free diving with a pod of dolphins,M,,N
2068,1996.07.21,1996,USA,Swimming,M,46.0,N
2069,1996.07.20,1996,USA,Swimming,M,9.0,N
2070,1996.07.14,1996,USA,,,,UNKNOWN
2071,1996.07.10,1996,USA,,M,18.0,N
2072,1996.07.04.b,1996,USA,Standing,F,63.0,N
2073,1996.07.04.a,1996,BAHAMAS,Diving,M,24.0,N
2074,1996.06.25,1996,USA,Body surfing,F,24.0,N
2075,1996.06.06,1996,AUSTRALIA,Surfing,M,,N
2076,1996.06.04,1996,SOUTH AFRICA,Surfing,M,,N
2077,1996.05.28,1996,SOUTH AFRICA,Surfing,M,17.0,N
2078,1996.05.24,1996,AUSTRALIA,Tech diving ,M,45.0,Y
2079,1996.05.18,1996,USA,Surfing,M,22.0,N
2080,1996.05.10,1996,SOUTH KOREA,Shell Diving,M,33.0,Y
2081,1996.05.07,1996,USA,Surfing,M,27.0,N
2082,1996.04.28.b,1996,USA,,M,,UNKNOWN
2083,1996.04.25.b,1996,AUSTRALIA,Swimming,M,11.0,N
2084,1996.04.25.a,1996,AUSTRALIA,Swimming,F,16.0,N
2085,1996.04.07,1996,BRAZIL,Swimming,M,,Y
2086,1996.03.05,1996,AUSTRALIA,Swimming breast stoke,F,47.0,N
2087,1996.03.00,1996,AUSTRALIA,Fishing in knee-deep water,M,7.0,N
2088,1996.02.26,1996,AUSTRALIA,Dived naked into the water on a bet,M,24.0,N
2089,1996.02.19.R,1996,USA,Swimming in fish tank,F,32.0,N
2090,1996.02.10.c,1996,PAPUA NEW GUINEA,,M,,Y
2091,1996.02.10.b,1996,PAPUA NEW GUINEA,,,,N
2092,1996.02.10.a,1996,PAPUA NEW GUINEA,Diving ,,14.0,Y
2093,1996.02.05,1996,DOMINICAN REPUBLIC,Boeing 757 enroute from Porta Plata plunged into the sea,,,Y
2094,1996.02.04,1996,AUSTRALIA,Swimming,M,7.0,N
2095,1996.01.23,1996,USA,Wading,M,33.0,N
2096,1996.01.22,1996,AUSTRALIA,Swimming,F,13.0,N
2097,1996.01.16,1996,USA,Swimming with mask & snorkel,M,53.0,N
2098,1996.01.14.b,1996,AUSTRALIA,,,,UNKNOWN
2099,1996.01.12,1996,AUSTRALIA,Chumming for sharks,,,N
2100,1996.01.10,1996,REUNION,Surfing,M,25.0,Y
2101,1996.00.00.b,1996,FIJI,,M,,Y
2102,1996.00.00.a,1996,USA,Surfing,M,,N
2103,1995.12.18,1995,USA,,M,,UNKNOWN
2104,1995.11.29,1995,NEW ZEALAND,"Diving, gathering shellfish",M,22.0,N
2105,1995.11.25.b,1995,USA,,M,,N
2106,1995.11.25.a,1995,NORTHERN ARABIAN SEA,Fell off aircraft carrier,M,,N
2107,1995.11.17,1995,AUSTRALIA,,M,,N
2108,1995.10.28.R,1995,USA,Boogie boarding,M,13.0,N
2109,1995.10.21,1995,USA,Surfing,M,17.0,N
2110,1995.10.11,1995,AUSTRALIA,Playing / standing,F,15.0,N
2111,1995.10.01,1995,USA,Surfing,M,39.0,N
2112,1995.09.30.b,1995,USA,Surfing,M,14.0,N
2113,1995.09.30.a,1995,USA,Surfing,M,17.0,N
2114,1995.09.28,1995,USA,Windsurfing,M,25.0,N
2115,1995.09.19.,1995,USA,Surfing,M,19.0,N
2116,1995.09.17,1995,USA,Swimming,F,19.0,N
2117,1995.09.16,1995,REUNION,Body-boarding,M,,Y
2118,1995.09.13,1995,USA,Scuba diving,M,25.0,Y
2119,1995.09.11,1995,AUSTRALIA,Abalone diving using Hookah (near calving whales),M,29.0,Y
2120,1995.09.03.b,1995,USA,Abalone diving using Hookah (resting on the surface),M,32.0,N
2121,1995.09.03.a,1995,USA,Swimming,M,9.0,N
2122,1995.08.31.b,1995,USA,Surfing,M,19.0,N
2123,1995.08.31.a,1995,USA,On a float,M,44.0,N
2124,1995.08.27,1995,BRAZIL,Surfing,M,,N
2125,1995.08.26/b,1995,USA,Surfing,M,16.0,N
2126,1995.08.26.a,1995,USA,Surfing,M,18.0,N
2127,1995.08.25,1995,USA,Swimming,M,16.0,N
2128,1995.08.22.c,1995,USA,Swimming ,M,23.0,N
2129,1995.08.22.a,1995,USA,Surfing,M,19.0,N
2130,1995.08.21,1995,USA,Diving,,,N
2131,1995.08.19,1995,TONGA,Fishing,M,18.0,N
2132,1995.08.15,1995,USA,Wading,M,20.0,N
2133,1995.08.13.a,1995,USA,Swimming,M,15.0,Y
2134,1995.08.10.b,1995,USA,Surfing,M,20.0,N
2135,1995.08.10.a,1995,USA,"""Riding waves on a board""",F,14.0,N
2136,1995.08.07,1995,USA,Body boarding,M,12.0,N
2137,1995.08.01,1995,TONGA,Fishing,M,,N
2138,1995.08.00,1995,USA,Diving,M,,N
2139,1995.07.28.e,1995,USA,Surfing,M,,N
2140,1995.07.28.d,1995,USA,Surfing,M,,N
2141,1995.07.28.c,1995,USA,Surfing,M,18.0,N
2142,1995.07.28.b,1995,USA,Standing,M,18.0,N
2143,1995.07.28.a,1995,USA,,M,12.0,N
2144,1995.07.24,1995,USA,Swimming,F,7.0,N
2145,1995.07.23,1995,USA,Body boarding,M,47.0,N
2146,1984.11.08,1984,SOUTH AFRICA,Surfing,M,14.0,N
2147,1995.07.07,1995,BRAZIL,Surfing,M,18.0,Y
2148,1995.07.06,1995,USA,Surfing,M,34.0,N
2149,1995.07.03,1995,USA,Fishing,F,32.0,N
2150,1995.07.00,1995,USA,Jumped off surfboard & landed on the shark,M,,N
2151,1995.06.30,1995,USA,Scuba diving (ascending using scooter),M,31.0,N
2152,1995.06.24,1995,USA,Kayaking,F,,N
2153,1995.06.23,1995,USA,Playing / jumping,M,13.0,N
2154,1995.06.17.b,1995,USA,Surfing,M,,N
2155,1995.06.17.a,1995,USA,Swimming,M,45.0,N
2156,1995.06.16,1995,USA,Swimming,F,10.0,N
2157,1995.06.14,1995,USA,Swimming,M,38.0,N
2158,1995.06.13,1995,HONG KONG,Swimming,F,45.0,Y
2159,1995.06.02,1995,HONG KONG,Swimming,M,29.0,Y
2160,1995.05.31,1995,HONG KONG,Diving,,44.0,Y
2161,1995.05.26,1995,USA,Surfing,M,15.0,N
2162,1995.05.24,1995,FIJI,Sleeping in anchored boat,M,69.0,Y
2163,1995.05.18,1995,AUSTRALIA,,,,UNKNOWN
2164,1995.05.12,1995,SOUTH KOREA,Diving for abalone,F,44.0,Y
2165,1995.04.16,1995,USA,,M,12.0,N
2166,1995.04.13,1995,USA,,M,20.0,N
2167,1995.04.09.b,1995,AUSTRALIA,Diving,M,,N
2168,1995.04.09.a,1995,JAPAN,Scuba diving for bivalves,M,47.0,Y
2169,1995.03.21,1995,AUSTRALIA,Surf skiing,F,,N
2170,1995.03.11,1995,AUSTRALIA,Surfing,M,35.0,N
2171,1995.03.05,1995,BRAZIL,Swimming,,,Y
2172,1995.02.19,1995,SOUTH AFRICA,Swimming,M,22.0,N
2173,1995.02.00,1995,VENEZUELA,Wind surfing,M,,N
2174,1995.01.24,1995,SOUTH AFRICA,Swimming,M,14.0,Y
2175,1995.01.02,1995,BRAZIL,Surfing,M,17.0,N
2176,1995.00.00.e,1995,SOUTH AFRICA,Diving,M,33.0,N
2177,1995.00.00.d,1995,AUSTRALIA,Snorkeling,M,,N
2178,1995.00.00.c,1995,USA,Scuba diving,M,,Y
2179,1995.00.00.b,1995,USA,,M,,UNKNOWN
2180,1994.12.30,1994,SOUTH AFRICA,Body boarding,M,26.0,N
2181,1994.12.18,1994,USA,"Surfing, sitting on board",,,N
2182,1994.12.13,1994,BRAZIL,Surfing,M,,N
2183,1994.12.11,1994,BRAZIL,Surfing,M,,N
2184,1994.12.10,1994,VANUATU,,,,UNKNOWN
2185,1994.12.09.b,1994,AUSTRALIA,Murder victim,M,44.0,N
2186,1994.12.09.a,1994,USA,Commercial diver (submerged or treading water),M,42.0,Y
2187,1994.12.01,1994,BRAZIL,Surfing,M,,Y
2188,1994.11.25.a,1994,SOUTH AFRICA,Spearfishing,M,,N
2189,1994.11.13,1994,USA,"Surfing, paddling seawards",F,34.0,N
2190,1994.11.06.a,1994,USA,Surfing,,,N
2191,1994.10.18,1994,BRAZIL,Surfing,,,N
2192,1994.10.17,1994,BRAZIL,Surfing,M,,N
2193,1994.10.08,1994,USA,Wading,F,9.0,N
2194,1994.10.05,1994,USA,Surfing,M,16.0,N
2195,1994.09.26,1994,USA,Swimming,F,30.0,N
2196,1994.09.21,1994,USA,Surfing,M,43.0,N
2197,1994.09.11.R,1994,USA,Adrift on refugee raft,M,,Y
2198,1994.09.05,1994,USA,Jumped off rocks into white water,F,12.0,N
2199,1994.08.22,1994,JAPAN,,,,N
2200,1994.07.24,1994,BRAZIL,Surfing,M,15.0,N
2201,1994.07.09.d,1994,BRAZIL,Swimming,M,,Y
2202,1994.07.09.c,1994,REUNION,Windsurfing,M,24.0,Y
2203,1994.07.09.b,1994,SOUTH AFRICA,Surfing,M,22.0,Y
2204,1994.07.09.a,1994,SOUTH AFRICA,Surfing,M,31.0,N
2205,1994.07.08.b,1994,BRAZIL,Surfing,M,,N
2206,1994.07.08.a,1994,USA,Surfing,M,15.0,N
2207,1994.06.24,1994,BAHAMAS,Spearfishing,M,30.0,N
2208,1994.05.31.b,1994,USA,Surfing,M,24.0,N
2209,1994.05.31.a,1994,USA,Surfing,M,28.0,N
2210,1994.05.28,1994,USA,Spearfishing,M,35.0,N
2211,1994.05.24,1994,USA,Wading,F,36.0,N
2212,1994.05.23,1994,USA,Wading,M,26.0,N
2213,1994.05.15,1994,USA,Surfing,M,22.0,N
2214,1994.04.16,1994,USA,,F,25.0,Y
2215,1994.04.15,1994,REUNION,,,,Y
2216,1994.04.06,1994,BAHAMAS,Wading,M,,N
2217,1994.04.03,1994,USA,Freediving for seashells,M,71.0,N
2218,1994.04.02,1994,SOUTH AFRICA,Spearfishing,M,,Y
2219,1994.03.23.b,1994,CHILE,Swimming alongside NOAA research vessel Discoverer,F,19.0,N
2220,1994.03.23.a,1994,CHILE,Swimming alongside NOAA research vessel Discoverer,M,,N
2221,1994.03.07,1994,USA,Removing shark from tank in nightclub ,M,33.0,N
2222,1994.03.01,1994,BRAZIL,Surfing,M,25.0,N
2223,1994.02.27,1994,SOUTH AFRICA,Spearfishing,M,,N
2224,1994.02.19,1994,USA,Surfing,M,23.0,N
2225,1994.02.13,1994,USA,Fishing,M,,N
2226,1994.02.12,1994,SOUTH AFRICA,Surfing,M,15.0,N
2227,1994.02.00,1994,NEW CALEDONIA,Fishing,,,Y
2228,1994.01.31.b,1994,BRAZIL,Swimming,M,,N
2229,1994.01.31.a,1994,USA,Surfing,M,,Y
2230,1994.01.30,1994,SOUTH AFRICA,Windsurfing,M,44.0,N
2231,1994.01.12.R,1994,AUSTRALIA,Fishing,,,N
2232,1994.01.09,1994,AUSTRALIA,"Swimming, after falling off towed kneeboard",M,23.0,N
2233,1994.01.03,1994,SOUTH AFRICA,Swimming ,M,33.0,N
2234,1994.00.00.b,1994,HONG KONG,Playing volleyball with friends,F,,N
2235,1994.00.00.a,1994,USA,Surfing,M,,N
2236,1993.12.00,1993,USA,Surfing,M,,Y
2237,1993.11.28,1993,USA,Swimming,M,30.0,N
2238,1993.11.21,1993,AUSTRALIA,Hookah diving,M,27.0,Y
2239,1993.11.12,1993,USA,"Surfing, paddling shorewards",M,,N
2240,1993.11.00,1993,SOMALIA,Stamding,M,,Y
2241,1993.10.30,1993,USA,Surfing,M,26.0,N
2242,1993.10.26,1993,USA,Swimming,F,26.0,N
2243,1993.10.10,1993,USA,Kayaking,F,34.0,N
2244,1993.10.00,1993,USA,Surfing,,,N
2245,1993.09.30,1993,SOMALIA,Swimming,M,21.0,Y
2246,1993.09.26,1993,SOUTH AFRICA,Spearfishing,M,36.0,N
2247,1993.09.16.b,1993,EL SALVADOR,Surfing,,15.0,N
2248,1993.09.16.a,1993,EL SALVADOR,Surfing,M,17.0,Y
2249,1993.09.14,1993,USA,Wading,M,19.0,N
2250,1993.09.09,1993,USA,,M,16.0,N
2251,1993.09.03,1993,SPAIN,Swimming,M,69.0,N
2252,1993.08.21,1993,BAHAMAS,Spearfishing,M,51.0,N
2253,1993.08.19.R,1993,USA,Surfing,,13.0,N
2254,1993.08.19,1993,USA,"Surfing, paddling seawards",M,,N
2255,1993.08.15.b,1993,USA,Watching the shark feeding on a dead pinniped,,,N
2256,1993.08.15.a,1993,USA,Riding floatation device,F,19.0,N
2257,1993.08.14,1993,AUSTRALIA,Fishing,,,N
2258,1993.08.12,1993,USA,Free diving for abalone (ascending),M,39.0,N
2259,1993.08.00.b,1993,NEW CALEDONIA,Fishing for lobsters,M,,Y
2260,1993.08.00.a,1993,EL SALVADOR,Oyster fishing,,,Y
2261,1993.07.30,1993,SOUTH AFRICA,Surfing,M,28.0,N
2262,1993.07.07,1993,USA,Playing,F,12.0,N
2263,1993.06.30,1993,BRAZIL,Swimming,M,,Y
2264,1993.06.29,1993,REUNION,Body boarding,M,16.0,N
2265,1993.06.11.b,1993,HONG KONG,Swimming,M,61.0,Y
2266,1993.06.11.a,1993,MEXICO,Scuba diving,F,42.0,Y
2267,1993.06.10,1993,USA,Paddling on surfboard or body board,M,22.0,N
2268,1993.06.09,1993,AUSTRALIA,Scuba diving,M,31.0,Y
2269,1993.06.05,1993,AUSTRALIA,Scuba diving at seal colony,F,34.0,Y
2270,1993.06.01,1993,HONG KONG,Swimming,M,42.0,Y
2271,1993.06.00,1993,USA,Swimming,F,,N
2272,1993.05.00.b,1993,HONG KONG,,F,,Y
2273,1993.05.00.a,1993,SOMALIA,Swimming,F,,Y
2274,1993.04.00,1993,AUSTRALIA,Spearfishing,M,32.0,N
2275,1993.03.27,1993,BRAZIL,Surfing,M,,N
2276,1993.03.22,1993,USA,Floating on his back,M,25.0,N
2277,1993.03.17,1993,JAPAN,,,,N
2278,1993.03.14,1993,USA,Paddling on surfboard,M,35.0,N
2279,1993.03.12,1993,USA,Free diving & spearfishing (ascending),M,55.0,N
2280,1993.03.00,1993,NEW CALEDONIA,Swimming,,,N
2281,1993.02.19,1993,TONGA,Sea disaster,M,,N
2282,1993.02.18,1993,TONGA,Sea disaster,M,,N
2283,1993.02.04,1993,AUSTRALIA,Fishing,M,69.0,N
2284,1993.01.23,1993,BRAZIL,Body boarding,M,15.0,N
2285,1993.01.05,1993,AUSTRALIA,Spearfishing,M,21.0,N
2286,1993.01.04,1993,CARIBBEAN SEA,   ,M,,N
2287,1993.01.02,1993,USA,Surfing,M,29.0,N
2288,1993.00.00.d,1993,ANGOLA,Surfing,M,,N
2289,1993.00.00.c,1993,SOMALIA,,,,Y
2290,1993.00.00.b,1993,TONGA,Spearfishing,,30.0,N
2291,1993.00.00.a,1993,USA,Snorkeling,,,N
2292,1992.12.28,1992,USA,"Standing in waist-deep water, helping his father tend a gill net containing dead fish",M,10.0,N
2293,1992.12.23,1992,USA,Lying on surfboard,M,30.0,N
2294,1992.11.29,1992,USA,Spearfishing / free diving,M,31.0,N
2295,1992.11.25.a,1992,USA,Surfing,M,19.0,N
2296,1992.11.23,1992,USA,Surfing,M,24.0,N
2297,1992.11.14,1992,USA,Kayaking,M,46.0,N
2298,1992.11.12.R,1992,FIJI,Scuba diving,M,30.0,N
2299,1992.11.11,1992,USA,Scuba diving (submerged),M,40.0,N
2300,1992.11.05.b,1992,USA,Surfing,M,17.0,N
2301,1992.11.05.a,1992,USA,Body boarding,M,18.0,Y
2302,1992.10.29,1992,USA,Hookah diving for sea urchins,M,40.0,N
2303,1992.10.22,1992,USA,Surfing,M,28.0,N
2304,1992.10.15,1992,AUSTRALIA,Scuba diving,M,,N
2305,1992.10.11,1992,BRAZIL,Boogie boarding,,,N
2306,1992.10.01,1992,AUSTRALIA,Surfing,M,28.0,Y
