case_number,date,year,country,sex,age,fatal,provoked,season
2013.12.16,16-Dec-13,2013,SOUTH AFRICA,M,19.0,0,0,Autnum
2013.12.13,13-Dec-13,2013,KIRIBATI,M,35.0,0,0,Autnum
2013.12.11,11-Dec-13,2013,USA,M,29.0,0,0,Autnum
2013.12.10,10-Dec-13,2013,USA,M,30.0,0,0,Autnum
2013.12.05,05-Dec-13,2013,AUSTRALIA,M,26.0,0,0,Autnum
2013.12.02,02-Dec-13,2013,USA,M,57.0,1,0,Autnum
2013.11.30,30-Nov-13,2013,AUSTRALIA,M,19.0,1,0,Autnum
2013.11.29,29-Nov-13,2013,USA,F,58.0,0,0,Autnum
2013.11.23.a,23-Nov-13,2013,AUSTRALIA,M,35.0,1,0,Autnum
2013.11.22,22-Nov-13,2013,USA,M,25.0,0,0,Autnum
2013.11.12,12-Nov-13,2013,AUSTRALIA,M,,0,0,Autnum
2013.11.10,10-Nov-13,2013,BAHAMAS,M,77.0,0,1,Autnum
2013.11.07.b,07-Nov-13,2013,USA,M,16.0,0,0,Autnum
2013.11.07.a,07-Nov-13,2013,USA,M,,0,0,Autnum
2013.10.31,31-Oct-13,2013,USA,M,46.0,0,0,Autnum
2013.10.28,28-Oct-13,2013,AUSTRALIA,F,60.0,0,0,Autnum
2013.10.26.b,26-Oct-13,2013,REUNION,M,24.0,0,0,Autnum
2013.10.26.a,26-Oct-13,2013,AUSTRALIA,M,,0,0,Autnum
2013.10.24,24-Oct-13,2013,AUSTRALIA,M,41.0,0,0,Autnum
2013.10.23,23-Oct-13,2013,USA,M,45.0,0,0,Autnum
2013.10.20,20-Oct-13,2013,USA,M,25.0,0,0,Autnum
2013.10.19,19-Oct-13,2013,USA,M,6.0,0,0,Autnum
2013.10.11,11-Oct-13,2013,SOUTH AFRICA,M,74.0,1,0,Autnum
2013.10.08,08-Oct-13,2013,AUSTRALIA,M,55.0,0,0,Autnum
2013.10.05,06-Oct-13,2013,USA,M,45.0,0,0,Autnum
2013.10.05,10-Oct-13,2013,USA,M,12.0,0,0,Autnum
2013.09.29.b,29-Sep-13,2013,USA,M,50.0,0,0,Summer
2013.09.29.a,29-Sep-13,2013,ISRAEL,M,27.0,0,1,Summer
2013.09.25, 25-Sep-2013,2013,USA,M,7.0,0,0,Summer
2013.09.21.b, 21-Sep-2013,2013,USA,M,45.0,0,0,Summer
2013.09.21.a, 21-Sep-2013,2013,USA,M,,0,0,Summer
2013.09.14, 14-Sep-2013,2013,USA,M,21.0,0,0,Summer
2013.09.12, 12-Sep-2013,2013,USA,F,13.0,0,0,Summer
2013.09.08,08-Sep-13,2013,USA,F,,,0,Summer
2013.09.07.b, 07-Sep-2013,2013,USA,M,43.0,0,1,Summer
2013.09.07.a, 07-Sep-2013,2013,USA,M,25.0,0,0,Summer
2013.09.02, 02-Sep-2013,2013,USA,M,17.0,0,0,Summer
2013.09.01.c, 01-Sep-2013,2013,USA,M,3.0,0,1,Summer
2013.09.01.b, 01-Sep-2013,2013,BAHAMAS,M,,0,0,Summer
2013.09.01.a, 01-Sep-2013,2013,USA,M,9.0,0,0,Summer
2013.08.31.b,31-Aug-13,2013,BAHAMAS,M,,0,0,Summer
2013.08.31.a,31-Aug-13,2013,USA,M,,0,0,Summer
2013.08.29,29-Aug-13,2013,USA,F,47.0,0,,Summer
2013.08.26,26-Aug-13,2013,FRANCE,M,50.0,0,1,Summer
2013.08.25.b, 25-Aug-2013,2013,USA,F,11.0,0,0,Summer
2013.08.25, 25-Aug-2013,2013,AUSTRALIA,M,,0,0,Summer
2013.08.18, 18-Aug-2013,2013,USA,M,16.0,0,0,Summer
2013.08.17,17-Aug-13,2013,USA,F,,0,0,Summer
2013.08.14, 14-Aug-2013,2013,USA,F,20.0,1,0,Summer
2013.08.13, 13-Aug-2013,2013,USA,F,19.0,0,0,Summer
2013.08.11,11-Aug-13,2013,USA,M,10.0,0,0,Summer
2013.08.08.R,Reported 08-Aug-2013,2013,SOUTH AFRICA,M,,0,0,Summer
2013.08.05, 05-Aug-2013,2013,USA,M,17.0,0,0,Summer
2013.07.31,  31-Jul-2013,2013,USA,F,56.0,0,0,Summer
2013.07.30,  30-Jul-2013,2013,USA,M,32.0,0,0,Summer
2013.07.29.c,28-Jul-13,2013,BAHAMAS,M,40.0,0,0,Summer
2013.07.29.b,  29-Jul-2013,2013,MEXICO,F,,0,0,Summer
2013.07.29.a,  29-Jul-2013,2013,USA,M,18.0,0,0,Summer
2013.07.28.b,28-Jul-13,2013,BAHAMAS,M,64.0,0,0,Summer
2013.07.28.a,28-Jul-13,2013,BAHAMAS,M,50.0,0,0,Summer
2013.07.22,    22-Jul-2013,2013,BRAZIL,F,18.0,1,0,Summer
2013.07.19,19-Jul-13,2013,USA,F,50.0,0,0,Summer
2013.07.17.R,Reported 17-Jul-2013,2013,USA,M,,0,0,Summer
2013.07.15,15-Jul-13,2013,REUNION,F,15.0,1,0,Summer
2013.07.14,14-Jul-13,2013,DIEGO GARCIA,M,33.0,1,0,Summer
2013.07.11,11-Jul-13,2013,USA,F,63.0,0,0,Summer
2013.07.09,07-Jul-13,2013,SPAIN,M,48.0,0,,Summer
2013.07.02,02-Jul-13,2013,AUSTRALIA,M,29.0,0,0,Summer
2013.06.30,30-Jun-13,2013,TAIWAN,M,,0,0,Spring
2013.06.27,27-Jun-13,2013,JAMAICA,M,20.0,1,,Spring
2013.06.25.c,25-Jun-13,2013,USA,M,,0,0,Spring
2013.06.25.b,25-Jun-13,2013,USA,M,,0,0,Spring
2013.06.25.a,25-Jun-13,2013,USA,M,14.0,0,0,Spring
2013.06.18,18-Jun-13,2013,USA,M,28.0,0,0,Spring
2013.06.17,17-Jun-13,2013,USA,M,15.0,0,0,Spring
2013.06.16,16-Jun-13,2013,SOUTH AFRICA,M,,0,0,Spring
2013.06.15,15-Jun-13,2013,USA,F,,0,0,Spring
2013.06.14.R,Reported 14-Jun-2013,2013,USA,F,10.0,0,0,Spring
2013.06.06.b,06-Jun-13,2013,USA,M,58.0,0,1,Spring
2013.06.06.a,06-Jun-13,2013,AUSTRALIA,M,,0,0,Spring
2013.05.27.b,27-May-13,2013,USA,M,32.0,0,0,Spring
2013.05.27.a,27-May-13,2013,USA,M,11.0,0,0,Spring
2013.05.23.b,23-May-13,2013,BRAZIL,M,41.0,1,0,Spring
2013.05.23.a,23-May-13,2013,PALESTINIAN TERRITORIES,M,30.0,0,1,Spring
2013.05.14,14-May-14,2013,ECUADOR,M,29.0,0,0,Spring
2013.05.08.b,08-May-13,2013,USA,M,42.0,1,,Spring
2013.05.08.a,08-May-13,2013,REUNION,M,36.0,1,0,Spring
2013.05.04.a,04-May-13,2013,USA,M,16.0,0,0,Spring
2013.04.28,28-Apr-13,2013,AUSTRALIA,M,,0,1,Spring
2013.04.24,24-Apr-13,2013,MEXICO,F,34.0,0,0,Spring
2013.04.21,21-Apr-13,2013,AUSTRALIA,M,51.0,0,0,Spring
2013.04.17,17-Apr-13,2013,USA,M,9.0,0,0,Spring
2013.04.14,14-Apr-13,2013,SOUTH AFRICA,M,,0,0,Spring
2013.04.13.b,13-Apr-13,2013,USA,M,21.0,0,0,Spring
2013.04.13.a,13-Apr-13,2013,GUAM,M,40.0,1,0,Spring
2013.04.10,10-Apr-13,2013,FRENCH POLYNESIA,M,53.0,0,0,Spring
2013.04.04,04-Apr-13,2013,USA,M,50.0,0,0,Spring
2013.04.02.R,Reported 02-Apr-2013,2013,AUSTRALIA,M,24.0,1,,Spring
2013.04.02.a,02-Apr-13,2013,USA,M,58.0,0,0,Spring
2013.03.31,31-Mar-13,2013,AUSTRALIA,M,47.0,0,,Winter
2013.03.29,29-Mar-13,2013,SEYCHELLES,M,34.0,0,0,Winter
2013.03.21.R,Reported 21-Mar-2013,2013,BELIZE,F,,0,0,Winter
2013.03.21,21-Mar-13,2013,BAHAMAS,M,50.0,0,0,Winter
2013.03.16.b,16-Mar-13,2013,SOUTH AFRICA,M,30.0,0,1,Winter
2013.03.16.a,16-Mar-13,2013,SOUTH AFRICA,M,,0,0,Winter
2013.03.12,12-Mar-13,2013,JAMAICA,M,68.0,1,0,Winter
2013.03.10.b,10-Mar-13,2013,AUSTRALIA,M,28.0,0,0,Winter
2013.03.10.a,10-Mar-13,2013,PHILIPPINES,M,,0,0,Winter
2013.03.03,03-Mar-13,2013,SOUTH AFRICA,M,39.0,0,0,Winter
2013.02.27,27-Feb-13,2013,NEW ZEALAND,M,46.0,1,0,Winter
2013.02.21.b,21-Feb-13,2013,USA,,,0,0,Winter
2013.02.21.a,21-Feb-13,2013,USA,M,,0,0,Winter
2013.02.10,10-Feb-13,2013,USA,M,16.0,0,0,Winter
2013.02.09,09-Feb-13,2013,FRENCH POLYNESIA,M,48.0,0,0,Winter
2013.02.01,01-Feb-13,2013,JAMAICA,M,18.0,0,0,Winter
2013.01.26,26-Jan-13,2013,AUSTRALIA,M,,0,,Winter
2013.01.25,25-Jan-13,2013,AUSTRALIA,M,,0,0,Winter
2013.01.21.R,Reported 21-Jan-2013,2013,AUSTRALIA,M,62.0,0,,Winter
2013.01.16,16-Jan-13,2013,USA,M,43.0,0,0,Winter
2013.01.13,13-Jan-13,2013,NEW ZEALAND,M,,0,0,Winter
2013.01.05,05-Jan-13,2013,AUSTRALIA,M,26.0,0,0,Winter
2012.12.31,31-Dec-12,2012,USA,M,,0,0,Autnum
2012.12.30,30-Dec-12,2012,AUSTRALIA,M,23.0,0,0,Autnum
2012.12.28,28-Dec-12,2012,AUSTRALIA,M,29.0,0,0,Autnum
2012.12.25,25-Dec-12,2012,SOUTH AFRICA,M,20.0,1,0,Autnum
2012.12.19,19-Dec-12,2012,AUSTRALIA,M,32.0,0,0,Autnum
2012.12.05,05-Dec-12,2012,USA,M,60.0,0,0,Autnum
2012.12.02,02-Dec-12,2012,AUSTRALIA,M,31.0,0,0,Autnum
2012.12.00,Dec-12,2012,NEW ZEALAND,F,25.0,0,0,Autnum
2012.11.30,30-Nov-12,2012,USA,M,61.0,0,0,Autnum
2012.11.27,27-Nov-12,2012,AUSTRALIA,M,20.0,0,,Autnum
2012.11.22,22-Nov-12,2012,MEXICO,M,32.0,1,0,Autnum
2012.11.19,19-Nov-12,2012,USA,M,14.0,0,0,Autnum
2012.11.04.b,04-Nov-12,2012,USA,M,30.0,0,0,Autnum
2012.11.04.a,04-Nov-12,2012,USA,M,43.0,0,0,Autnum
2012.10.30,30-Oct-12,2012,USA,M,25.0,0,0,Autnum
2012.10.27,27-Oct-12,2012,USA,F,51.0,0,0,Autnum
2012.10.23,23-Oct-12,2012,USA,M,39.0,1,0,Autnum
2012.10.19,19-Oct-12,2012,USA,F,35.0,0,0,Autnum
2012.10.18.b,18-Oct-12,2012,USA,M,24.0,0,0,Autnum
2012.10.18.a,18-Oct-12,2012,USA,M,55.0,0,0,Autnum
2012.10.16,16-Oct-12,2012,USA,M,,0,,Autnum
2012.10.11.R,Reported 11-Oct-2012,2012,NIGERIA,F,38.0,0,0,Autnum
2012.10.07,10-Oct-12,2012,USA,M,42.0,0,0,Autnum
2012.10.02,02-Oct-12,2012,AUSTRALIA,M,11.0,0,0,Autnum
2012.09.25,25-Sep-12,2012,USA,M,21.0,0,0,Summer
2012.09.24,24-Sep-12,2012,USA,M,22.0,0,0,Summer
2012.09.16,16-Sep-12,2012,USA,M,52.0,0,0,Summer
2012.09.10,10-Sep-12,2012,TONGA,F,29.0,0,0,Summer
2012.09.09,09-Sep-12,2012,USA,,19.0,0,0,Summer
2012.09.08.b,08-Sep-12,2012,USA,M,25.0,0,0,Summer
2012.09.08.a,08-Sep-12,2012,USA,M,,0,0,Summer
2012.09.06.b,06-Sep-12,2012,USA,M,,0,0,Summer
2012.09.06.a,06-Sep-12,2012,USA,M,37.0,0,0,Summer
2012.09.04,04-Sep-12,2012,USA,M,32.0,0,0,Summer
2012.09.02.b,02-Sep-12,2012,USA,F,8.0,0,0,Summer
2012.09.02.b,02-Sep-12,2012,USA,,,0,1,Summer
2012.09.02.a,02-Sep-12,2012,USA,F,56.0,0,0,Summer
2012.08.31,31-Aug-12,2012,SCOTLAND,M,53.0,0,1,Summer
2012.08.28,28-Aug-12,2012,AUSTRALIA,M,34.0,0,0,Summer
2012.08.26,26-Aug-12,2012,BRAZIL,M,18.0,1,0,Summer
2012.08.15,15-Aug-12,2012,USA,M,31.0,0,0,Summer
2012.08.11,11-Aug-12,2012,AUSTRALIA,,,0,,Summer
2012.08.09,08-Aug-12,2012,USA,M,56.0,0,0,Summer
2012.08.05,06-Aug-12,2012,REUNION,M,39.0,0,0,Summer
2012.08.04,04-Aug-12,2012,FRENCH POLYNESIA,M,,0,0,Summer
2012.07.31.b,31-Jul-12,2012,USA,M,17.0,0,0,Summer
2012.07.31.a,31-Jul-12,2012,AUSTRALIA,M,48.0,0,0,Summer
2012.07.30.b,30-Jul-12,2012,USA,M,44.0,0,0,Summer
2012.07.30.a,30-Jul-12,2012,USA,M,50.0,0,0,Summer
2012.07.24,24-Jul-12,2012,USA,M,12.0,0,,Summer
2012.07.23,23-Jul-12,2012,REUNION,M,22.0,1,0,Summer
2012.07.21,21-Jul-12,2012,TRINIDAD & TOBAGO,M,24.0,1,,Summer
2012.07.19,19-Jul-12,2012,CANADA,F,23.0,0,,Summer
2012.07.14,14-Jul-12,2012,AUSTRALIA,M,24.0,1,0,Summer
2012.07.08,08-Jul-12,2012,USA,F,43.0,0,0,Summer
2012.07.07.c,07-Jul-12,2012,BAHAMAS,M,,0,0,Summer
2012.07.07.b,07-Jul-12,2012,AUSTRALIA,F,42.0,1,,Summer
2012.07.07.a,07-Jul-12,2012,USA,M,52.0,0,0,Summer
2012.07.06,06-Jul-12,2012,SOUTH AFRICA,M,29.0,0,0,Summer
2012.06.28.R,Reported 28-Jun-2012,2012,CROATIA,,60.0,0,,Spring
2012.06.26.c,26-Jun-12,2012,USA,M,6.0,0,0,Spring
2012.06.26.b,26-Jun-12,2012,USA,M,26.0,0,0,Spring
2012.06.26.a,26-Jun-12,2012,USA,F,16.0,0,0,Spring
2012.06.22.b,22-Jun-12,2012,AUSTRALIA,M,,0,0,Spring
2012.06.22.a,22-Jun-12,2012,USA,M,12.0,0,0,Spring
2012.06.20,20-Jun-12,2012,AUSTRALIA,M,62.0,0,0,Spring
2012.06.19,19-Jun-12,2012,USA,M,16.0,0,,Spring
2012.06.18,18-Jun-12,2012,USA,F,6.0,0,0,Spring
2012.06.15,15-Jun-12,2012,USA,M,23.0,0,1,Spring
2012.06.14.d,14-Jun-12,2012,USA,F,18.0,0,0,Spring
2012.06.14.c,14-Jun-12,2012,USA,M,,0,0,Spring
2012.06.14.b,14-Jun-12,2012,USA,M,,0,0,Spring
2012.06.14.a,14-Jun-12,2012,USA,M,16.0,0,0,Spring
2012.06.12,12-Jun-12,2012,AUSTRALIA,M,42.0,0,0,Spring
2012.06.10,10-Jun-12,2012,ITALY,M,57.0,0,1,Spring
2012.06.03,03-Jun-12,2012,AUSTRALIA,M,30.0,0,0,Spring
2012.06.02.b,02-Jun-12,2012,USA,F,12.0,0,0,Spring
2012.06.02.a,02-Jun-12,2012,USA,M,25.0,0,0,Spring
2012.05.31,31-May-12,2012,USA,F,33.0,0,0,Spring
2012.05.29,29-May-12,2012,MEXICO,M,46.0,0,0,Spring
2012.05.23,23-May-12,2012,USA,M,22.0,0,0,Spring
2012.05.20,20-May-12,2012,USA,M,,0,0,Spring
2012.05.16,16-May-12,2012,FIJI,M,20.0,0,0,Spring
2012.05.12,12-May-12,2012,USA,M,30.0,0,0,Spring
2012.05.09,09-May-12,2012,USA,F,47.0,0,0,Spring
2012.05.06,06-May-12,2012,USA,F,15.0,0,0,Spring
2012.04.19.b,19-Apr-12,2012,USA,M,28.0,0,0,Spring
2012.04.19.a,19-Apr-12,2012,SOUTH AFRICA,M,20.0,1,0,Spring
2012.04.11,11-Apr-12,2012,AUSTRALIA,M,27.0,0,0,Spring
2012.04.03,03-Apr-12,2012,USA,M,28.0,0,0,Spring
2012.04.00,Apr-13,2012,USA,M,,0,0,Spring
2012.03.31,31-Mar-12,2012,AUSTRALIA,M,33.0,1,0,Winter
2012.03.24,24-Mar-12,2012,USA,M,21.0,0,0,Winter
2012.03.22,22-Mar-12,2012,AUSTRALIA,,,0,,Winter
2012.03.20,20-Mar-12,2012,AUSTRALIA,M,20.0,0,0,Winter
2012.03.15,15-Mar-12,2012,USA,M,61.0,0,0,Winter
2012.03.14.b,14-Mar-12,2012,USA,F,15.0,0,0,Winter
2012.03.14.a,14-Mar-12,2012,USA,M,17.0,0,0,Winter
2012.03.06.b,06-Mar-12,2012,NEW ZEALAND,M,,0,0,Winter
2012.03.06.a,06-Mar-12,2012,AUSTRALIA,F,34.0,0,1,Winter
2012.03.05,05-Mar-12,2012,REUNION,M,31.0,0,0,Winter
2012.03.04,04-Mar-12,2012,USA,M,19.0,0,0,Winter
2012.03.03,03-Mar-12,2012,SAUDI ARABIA,M,42.0,0,,Winter
2012.03.01,01-Mar-12,2012,CHILE,M,,0,1,Winter
2012.02.26,26-Feb-12,2012,USA,M,,0,1,Winter
2012.02.25,25-Feb-12,2012,AUSTRALIA,M,,0,0,Winter
2012.02.20,20-Feb-12,2012,SOUTH AFRICA,,,0,,Winter
2012.02.06,06-Feb-12,2012,AUSTRALIA,M,29.0,0,0,Winter
2012.01.22.R,Reported 22-Jan-2012,2012,BAHAMAS,M,,0,0,Winter
2012.01.27,27-Jan-12,2012,USA,,,0,0,Winter
2012.01.19,19-Jan-12,2012,AUSTRALIA,M,26.0,0,0,Winter
2012.01.18.b,18-Jan-12,2012,TAIWAN,M,24.0,0,1,Winter
2012.01.18.a,18-Jan-12,2012,AUSTRALIA,M,44.0,0,0,Winter
2012.01.15,15-Jan-12,2012,SOUTH AFRICA,M,25.0,1,0,Winter
2012.01.13,13-Jan-12,2012,USA,M,53.0,0,0,Winter
2012.01.03,03-Jan-12,2012,AUSTRALIA,M,28.0,0,0,Winter
2012.01.02,02-Jan-12,2012,AUSTRALIA,M,34.0,0,0,Winter
2011.12.31,31-Dec-11,2011,USA,M,,0,0,Autnum
2011.12.26.R,Reported 26-Dec-2011,2011,ANTIGUA,M,,0,,Autnum
2011.12.25,25-Dec-11,2011,ECUADOR,M,23.0,0,0,Autnum
2011.12.23,23-Dec-11,2011,USA,M,27.0,0,0,Autnum
2011.12.21.b,21-Dec-11,2011,USA,M,,0,1,Autnum
2011.12.21.a,21-Dec-11,2011,SOUTH AFRICA,M,35.0,0,0,Autnum
2011.12.11,11-Dec-11,2011,AUSTRALIA,M,51.0,0,0,Autnum
2011.12.07.b,07-Dec-11,2011,SOUTH AFRICA,M,,0,,Autnum
2011.12.07.a,07-Dec-11,2011,AUSTRALIA,M,14.0,0,0,Autnum
2011.12.06,06-Dec-11,2011,USA,F,,0,0,Autnum
2011.12.05,05-Dec-11,2011,AUSTRALIA,,,1,,Autnum
2011.12.02,02-Dec-11,2011,AUSTRALIA,M,63.0,0,0,Autnum
2011.11.29,29-Nov-11,2011,INDONESIA,M,18.0,0,0,Autnum
2011.11.28,28-Nov-11,2011,AUSTRALIA,M,10.0,0,0,Autnum
2011.11.22,22-Nov-11,2011,USA,M,,0,0,Autnum
2011.11.20.R,Reported 20-Nov-2011,2011,PAPUA NEW GUINEA,M,,0,0,Autnum
2011.11.12,12-Nov-11,2011,BRAZIL,M,35.0,0,0,Autnum
2011.11.11,11-Nov-11,2011,REUNION,M,42.0,0,0,Autnum
2011.10.29.,  29-Oct-2011,2011,USA,M,27.0,0,0,Autnum
2011.10.28.R,Reported 28-Oct-2011,2011,SCOTLAND,M,26.0,0,0,Autnum
2011.10.28.,  29-Oct-2011,2011,SOUTH AFRICA,,,0,1,Autnum
2011.10.22,22-Oct-11,2011,AUSTRALIA,M,32.0,1,0,Autnum
2011.10.20,20-Oct-11,2011,USA,M,41.0,0,0,Autnum
2011.10.19,19-Oct-11,2011,AUSTRALIA,M,50.0,0,0,Autnum
2011.10.11,11-Oct-11,2011,USA,M,,0,0,Autnum
2011.10.10,10-Oct-11,2011,USA,M,,0,0,Autnum
2011.10.09,09-Oct-11,2011,AUSTRALIA,M,64.0,1,0,Autnum
2011.10.05,05-Oct-11,2011,REUNION,M,51.0,0,,Autnum
2011.10.02,02-Oct-11,2011,USA,M,,0,0,Autnum
2011.10.01,01-Oct-11,2011,USA,M,29.0,0,0,Autnum
2011.09.30,30-Sep-11,2011,USA,M,27.0,0,,Summer
2011.09.28.b,28-Sep-11,2011,DOMINICAN REPUBLIC,M,48.0,0,1,Summer
2011.09.28.a,28-Sep-11,2011,SOUTH AFRICA,M,43.0,0,0,Summer
2011.09.24.b,24-Sep-11,2011,USA,M,21.0,0,0,Summer
2011.09.24.a,24-Sep-11,2011,USA,M,5.0,0,0,Summer
2011.09.20,20-Sep-11,2011,USA,M,,0,,Summer
2011.09.19,19-Sep-11,2011,REUNION,M,38.0,1,0,Summer
2011.09.17,17-Sep-11,2011,KENYA,M,17.0,1,0,Summer
2011.09.16,16-Sep-11,2011,USA,M,25.0,0,0,Summer
2011.09.11.b,11-Sep-11,2011,USA,M,37.0,0,0,Summer
2011.09.11.a,11-Sep-11,2011,PAPUA NEW GUINEA,M,30.0,0,0,Summer
2011.09.04.b,04-Sep-11,2011,USA,,,0,0,Summer
2011.09.04.a,04-Sep-11,2011,AUSTRALIA,M,21.0,1,0,Summer
2011.09.02,02-Sep-11,2011,USA,M,19.0,0,0,Summer
2011.08.31,31-Aug-11,2011,USA,M,19.0,0,0,Summer
2011.08.28.b,28-Aug-11,2011,AUSTRALIA,M,48.0,1,,Summer
2011.08.28.a,28-Aug-11,2011,USA,F,39.0,0,0,Summer
2011.08.26,26-Aug-11,2011,RUSSIA,M,,0,0,Summer
2011.08.24.b,24-Aug-11,2011,USA,M,21.0,0,0,Summer
2011.08.24.a,24-Aug-11,2011,USA,M,10.0,0,0,Summer
2011.08.23,23-Aug-11,2011,SOUTH AFRICA,M,49.0,1,0,Summer
2011.08.18,18-Aug-11,2011,RUSSIA,M,16.0,0,0,Summer
2011.08.17.c.,17-Aug-11,2011,USA,F,,0,0,Summer
2011.08.17.b.,17-Aug-11,2011,USA,M,12.0,0,,Summer
2011.08.17.a,17-Aug-11,2011,RUSSIA,M,25.0,0,0,Summer
2011.08.16.c,16-Aug-11,2011,FRENCH POLYNESIA,M,32.0,0,0,Summer
2011.08.16.b,16-Aug--2011,2011,USA,M,27.0,0,0,Summer
2011.08.16.a,16-Aug-11,2011,SEYCHELLES,M,30.0,1,0,Summer
2011.08.15,15-Aug-11,2011,USA,M,7.0,0,,Summer
2011.08.11,11-Aug--2011,2011,USA,M,54.0,0,0,Summer
2011.08.01,01-Aug-11,2011,SEYCHELLES,M,36.0,1,0,Summer
2011.07.31,31-Jul-11,2011,BRAZIL,M,14.0,1,,Summer
2011.07.30,30-Jul-11,2011,PHILIPPINES,M,43.0,0,0,Summer
2011.07.25,25-Jul-11,2011,USA,M,,0,0,Summer
2011.07.22,22-Jul-11,2011,SOUTH AFRICA,M,29.0,0,0,Summer
2011.07.19,19-Jul-11,2011,USA,F,6.0,0,0,Summer
2011.07.15,15-Jul-11,2011,REUNION,M,,0,0,Summer
2011.07.13.b,13-Jul-11,2011,USA,M,,0,0,Summer
2011.07.13.a,13-Jul-11,2011,BAHAMAS,M,54.0,0,0,Summer
2011.07.07.b,07-Jul-11,2011,USA,M,12.0,0,0,Summer
2011.07.07.a,07-Jul-11,2011,USA,M,14.0,0,0,Summer
2011.07.06,06-Jul-11,2011,REUNION,M,16.0,0,0,Summer
2011.07.05,05-Jul-11,2011,COLUMBIA,M,17.0,0,0,Summer
2011.06.30,30-Jun-11,2011,TURKS & CAICOS,M,28.0,0,0,Spring
2011.06.29,29-Jun-11,2011,BRAZIL,M,21.0,0,0,Spring
2011.06.28,28-Jun-11,2011,SOUTH AFRICA,M,22.0,0,0,Spring
2011.06.26,26-Jun-08,2011,USA,F,10.0,0,0,Spring
2011.06.24,24-Jun-11,2011,USA,M,,0,0,Spring
2011.06.21,21-Jun-11,2011,USA,M,20.0,0,0,Spring
2011.06.19.b,19-Jun-11,2011,TURKS & CAICOS,M,35.0,0,0,Spring
2011.06.19.a,19-Jun-11,2011,COSTA RICA,M,15.0,1,0,Spring
2011.06.15,15-Jun-11,2011,REUNION,M,31.0,1,0,Spring
2011.06.14.R,Reported 14-Jun-2011,2011,UNITED KINGDOM,,,0,,Spring
2011.06.12,12-Jun-11,2011,USA,M,28.0,0,0,Spring
2011.06.06.R,Reported 06-Jun-2011,2011,COLUMBIA,M,24.0,0,0,Spring
2011.06.06.b,06-Jun-11,2011,USA,M,28.0,0,0,Spring
2011.06.06.a,06-Jun-11,2011,USA,M,19.0,0,0,Spring
2011.06.01,01-Jun-11,2011,MALAYSIA,F,,0,0,Spring
2011.05.30,30-May-11,2011,USA,F,22.0,0,0,Spring
2011.05.29,29-May-11,2011,SOUTH AFRICA,M,33.0,0,0,Spring
2011.05.25,25-May-11,2011,USA,F,,0,0,Spring
2011.05.22,22-May-11,2011,USA,F,,0,0,Spring
2011.05.21.a,21-May-11,2011,NEW CALEDONIA,M,15.0,1,0,Spring
2011.05.21.b,21-May-11,2011,SOUTH AFRICA,M,28.0,1,0,Spring
2011.05.13.b,13-May-11,2011,USA,M,86.0,0,0,Spring
2011.05.13.a,13-May-11,2011,USA,M,37.0,0,0,Spring
2011.05.10,10-May-11,2011,USA,M,,0,1,Spring
2011.05.07.R,Reported 07-May-2011,2011,UNITED ARAB EMIRATES (UAE),M,43.0,0,,Spring
2011.05.04,04-May-11,2011,SOUTH AFRICA,M,37.0,0,0,Spring
2011.04.26,26-Apr-11,2011,USA,M,32.0,0,0,Spring
2011.04.23,23-Apr-11,2011,AUSTRALIA,M,17.0,0,0,Spring
2011.04.22,22-Apr-11,2011,USA,M,49.0,0,0,Spring
2011.04.16,16-Apr-11,2011,NEW ZEALAND,M,41.0,0,0,Spring
2011.04.12,13-Apr-11,2011,INDONESIA,M,,0,0,Spring
2011.04.08,08-Apr-11,2011,FIJI,M,27.0,0,0,Spring
2011.03.29.R,Reported 29-Mar-2011,2011,USA,M,,0,1,Winter
2011.03.24,24-Mar-11,2011,MEXICO,F,,0,0,Winter
2011.03.23,23-Mar-11,2011,AUSTRALIA,M,48.0,0,0,Winter
2011.03.21.b,21-Mar-11,2011,MEXICO,M,46.0,0,0,Winter
2011.03.21.a,21-Mar-11,2011,FIJI,M,30.0,0,0,Winter
2011.03.16,16-Mar-11,2011,AUSTRALIA,F,24.0,0,0,Winter
2011.03.10.R,Reported 10-Mar-2010,2011,EGYPT,F,,0,,Winter
2011.03.10,10-Mar-11,2011,AUSTRALIA,M,,0,0,Winter
2011.02.28.R,Reported 28-Feb-2011,2011,AUSTRALIA,M,36.0,0,1,Winter
2011.02.23,23-Feb-11,2011,NEW CALEDONIA,M,21.0,0,0,Winter
2011.02.19,18-Feb-11,2011,REUNION,M,32.0,0,0,Winter
2011.02.17,17-Feb-11,2011,AUSTRALIA,M,49.0,1,0,Winter
2011.02.13,13-Feb-11,2011,AUSTRALIA,M,,0,1,Winter
2011.02.12,12-Feb-11,2011,AUSTRALIA,M,58.0,0,0,Winter
2011.02.04.R,Reported 04-Feb-2011,2011,MEXICO,M,,0,1,Winter
2011.02.02,02-Feb-11,2011,SOUTH AFRICA,M,37.0,0,0,Winter
2011.01.31,31-Jan-11,2011,MEXICO,F,38.0,0,0,Winter
2011.01.28,28-Jan-11,2011,MEXICO,M,25.0,0,1,Winter
2011.01.26,26-Jan-11,2011,BAHAMAS,M,55.0,0,0,Winter
2011.01.20,20-Jan-11,2011,AUSTRALIA,F,7.0,0,,Winter
2011.01.15,15-Jan-11,2011,SOUTH AFRICA,M,16.0,1,0,Winter
