Date,Year,Type,Area,Location,Activity,Sex,Fatal (Y/N),Species
2006-10-16,2006,Unprovoked,Florida,Sebastian Inlet,Fishing,M,N,
2006-10-10,2006,Unprovoked,Florida,"Daytona Beach, Volusia County",Surfing,M,N,
2006-10-07,2006,Unprovoked,Texas,"Isla Blanca Park, South Padre Island",Surfing,M,N,Shark
2006-10-05,2006,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Unknown,M,N,Shark
2006-10-01,2006,Unprovoked,New Providence Island,Nassau,Unknown,F,N,
2006-10-01,2006,Unprovoked,Between Somalia & Yemen,Unknown,Unknown,Unknown,Y,
2006-09-30,2006,Invalid,Western Cape Province,Miller's Point,Spearfishing,M,Unknown,
2006-09-29,2006,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N,
2006-09-18,2006,Provoked,Florida,"Off Key Largo, Monroe County",Unknown,M,N,Nurse Shark
2006-09-16,2006,Unprovoked,North Carolina,Onslow Beach,Surfing,M,N,
2006-09-14,2006,Unprovoked,Florida,"Singer Island, Riviera Beach",Swimming,M,N,Spinner Shark
2006-09-11,2006,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N,Shark
2006-09-04,2006,Invalid,Queensland,Great Barrier Reef,Diving,M,Unknown,Shark
2006-09-03,2006,Unprovoked,Unknown,Unknown,Unknown,M,Y,
2006-09-03,2006,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Standing,M,N,Shark
2006-09-02,2006,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Swimming,M,N,
2006-09-02,2006,Unprovoked,Western Cape Province,Noordhoek,Surfing,M,N,White Shark
2006-08-29,2006,Unprovoked,Oregon,"Florence, Lane County",Surfing,M,N,
2006-08-29,2006,Unprovoked,South Australia,"Pennington Bay, Kangaroo Island",Surfing,M,N,Whaler Shark
2006-08-27,2006,Unprovoked,Saint-Gilles-les-Bains,"Les Aigrettes, near Boucan-Canot",Body Boarding,M,N,
2006-08-22,2006,Invalid,Pernambuco,Pina,Unknown,M,Unknown,Shark
2006-08-22,2006,Invalid,Ambergris Caye,Near Ramon's Village,Spearfishing,M,Unknown,Shark
2006-08-20,2006,Sea Disaster,Unknown,Lampedusa Island,Unknown,M,Y,
2006-08-20,2006,Unprovoked,Saint-Pierre,Pointe du Diable,Surfing,M,Y,
2006-08-15,2006,Unprovoked,Western Cape Province,Danger Reef,Surfing,M,N,Shark
2006-08-13,2006,Unprovoked,Western Cape Province,"Sunrise Beach, Muizenberg",Unknown,M,N,White Shark
2006-08-01,2006,Unprovoked,North Carolina,"Masonboro Island, New Hanover County",Wading,F,N,
2006-08-01,2006,Unprovoked,Unknown,Le Port,Spearfishing,M,N,Bull Shark
2006-07-31,2006,Provoked,Kentucky,"Newport Aquarium, Newport",Unknown,Unknown,N,Shark
2006-07-31,2006,Unprovoked,Oregon,Oswald State Park,Surfing,M,N,White Shark
2006-07-29,2006,Invalid,California,"Broad Beach, Malibu, Los Angeles County",Boogie Boarding,M,N,Mako Shark
2006-07-29,2006,Unprovoked,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,N,
2006-07-28,2006,Unprovoked,Western Cape Province,Fish Hoek,Unknown,M,N,White Shark
2006-07-25,2006,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N,
2006-07-23,2006,Unprovoked,Texas,"Sargent Beach, Matagorda County",Unknown,M,N,Bull Shark
2006-07-17,2006,Invalid,Torres Strait,Western Province,Unknown,Unknown,Unknown,Shark
2006-07-17,2006,Unprovoked,South Carolina,"Singleton Beach, Hilton Head Island, Beaufort County",Standing,M,N,Angel Shark
2006-07-13,2006,Invalid,Alicante,San Juan Beach,Swimming,F,Unknown,Shark
2006-07-12,2006,Unprovoked,South Carolina,"Kiawah Island, Charleston County",Swimming,F,N,
2006-07-10,2006,Unprovoked,Pernambuco,Body recovered at Goiana,Unknown,M,Y,Tiger Shark
2006-07-09,2006,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Wading,M,N,
2006-07-09,2006,Unprovoked,Florida,"Ponte Vedra Beach, St Johns County",Unknown,M,N,
2006-07-08,2006,Unprovoked,South Carolina,"Debordieu Beach, Georgetown County",Body Boarding,F,N,Bull Shark
2006-07-08,2006,Unprovoked,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Swimming,M,N,
2006-06-30,2006,Unprovoked,Florida,"Florida Keys, Monroe County",Spearfishing,F,N,Shark
2006-06-30,2006,Unprovoked,Florida,"Florida Keys, Monroe County",Spearfishing,M,N,Shark
2006-06-27,2006,Unprovoked,Florida,"Hutchinson Island, St. Lucie County",Body Boarding,F,N,
2006-06-26,2006,Provoked,Florida,Fort Myers,Fishing,M,N,
2006-06-24,2006,Unprovoked,Andros Islands,Mangrove Cay,Spearfishing,M,N,
2006-06-20,2006,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,F,N,Spinner Shark
2006-06-18,2006,Unprovoked,Pernambuco,"Punta Del Chifre Beach, Olinda",Body Boarding,M,Y,
2006-06-17,2006,Unprovoked,California,"Monterey, Monterey County",Scuba Diving,M,N,
2006-06-15,2006,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N,Shark
2006-06-07,2006,Unprovoked,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Unknown,F,N,Shark
2006-06-05,2006,Unprovoked,South Australia,Waitpinga,Surfing,M,N,White Shark
2006-05-31,2006,Unprovoked,Hawaii,O'ahu,Spearfishing,M,N,Tiger Shark
2006-05-28,2006,Provoked,Hawaii,French Frigate Shoals,Unknown,Unknown,N,Tiger Shark
2006-05-27,2006,Unprovoked,Hawaii,"North Shore, O'ahu",Surfing,M,N,
2006-05-24,2006,Provoked,Hawaii,Lanai,Spearfishing,M,N,Reef Shark
2006-05-21,2006,Unprovoked,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,N,
2006-05-19,2006,Unprovoked,Guam,Gun Beach,Scuba Diving,F,N,Tiger Shark
2006-05-10,2006,Unprovoked,Florida,"Cocoa Beach, BrevardCounty",Unknown,M,N,
2006-05-04,2006,Unprovoked,Florida,"Hutchinson Island, St. Lucie County",Swimming,F,N,
2006-05-02,2006,Provoked,Queensland,"Moffat Beach, Caloundra",Snorkeling,M,N,Wobbegong Shark
2006-04-23,2006,Invalid,Florida,"Alligator Reef off Islamorada, Monroe County",Unknown,M,Unknown,
2006-04-21,2006,Unprovoked,Florida,"Sebastian Inlet, Brevard County",Surfing,M,N,
2006-04-19,2006,Unprovoked,Florida,"Daytona Beach, Volusia County",Standing,F,N,
2006-04-13,2006,Provoked,Florida,"Port of the Islands, Collier County",Fishing,M,N,Bull Sharkbull Shark
2006-04-11,2006,Unprovoked,New South Wales,Newcastle Beach,Surfing,M,N,Whaler Shark
2006-04-09,2006,Unprovoked,Eastern Cape Province,St. Francis Bay,Body Boarding,M,N,Raggedtooth Shark
2006-04-09,2006,Unprovoked,Pernambuco,Piedade,Swimming,M,N,Tiger Shark
2006-04-03,2006,Unprovoked,Florida,"Marco Island, Collier County",Wading,M,N,
2006-03-28,2006,Unprovoked,Western Area,"Lumely Beach, Freetown",Fishing,M,Y,Shark
2006-03-23,2006,Unprovoked,Hawaii,"Leftovers, near Waimea Bay, O'ahu",Surfing,F,N,Tiger Shark
2006-03-22,2006,Invalid,Eastern Cape Province,Port Alfred,Swimming,M,Unknown,Shark
2006-03-19,2006,Unprovoked,Vitu Levu,Sigatoka,Surfing,M,N,Tiger Shark
2006-03-15,2006,Unprovoked,New South Wales,"Bondi, Sydney",Surfing,M,N,Whaler Shark
2006-02-27,2006,Unprovoked,Hawaii,"Makena, Maui",Standing,F,N,Shark
2006-02-23,2006,Invalid,Hawaii,"Makena, Maui",Free Diving,M,Unknown,
2006-02-13,2006,Unprovoked,Queensland,"Golden Beach, Caloundra",Wading,M,N,
2006-02-12,2006,Unprovoked,Queensland,"Point Vernon, Hervey Bay",Swimming,M,N,
2006-02-12,2006,Boating,South Australia,"Brighton Beach, Adelaide",Fishing,M,N,White Shark
2006-02-08,2006,Unprovoked,Eastern Cape Province,"Nahoon, East London",Surfing,M,N,Raggedtooth Shark
2006-02-01,2006,Unprovoked,Vava'u,Tuanuku,Swimming,F,Y,Tiger Shark
2006-02-01,2006,Boating,Hawaii,"Off Pu'u Ola'l, Makena, Maui",Kayaking,M,N,Shark
2006-01-28,2006,Boating,300 miles from Antigua,Unknown,Unknown,M,N,Shark
2006-01-25,2006,Unprovoked,Eastern Cape Province,Coffee Bay,Spearfishing,M,N,
2006-01-23,2006,Boating,800 miles from land,Unknown,Unknown,F,N,
2006-01-18,2006,Unprovoked,California,"Santa Cruz, Santa Cruz County",Unknown,M,N,
2006-01-15,2006,Unprovoked,Western Australia,"Off City Beach, Perth",Scuba Diving,M,N,White Shark
2006-01-11,2006,Invalid,Grand Bahama Island,Sandy Cay,Unknown,M,Unknown,
2006-01-07,2006,Unprovoked,Queensland,"Amity Point, North Stradbroke Island",Swimming,F,Y,Bull Shark
2006-01-04,2006,Unprovoked,Florida,"Round Island Park, Indian River County",Surfing,M,N,Shark
2006-01-01,2006,Unprovoked,Western Cape Province,Soetwater,Unknown,M,N,Shark
2005-12-24,2005,Unprovoked,Oregon,"Tillamook Head, Clatsop County",Surfing,M,N,White Shark
2005-12-21,2005,Unprovoked,Hawaii,"Keawakapu Beach, Maui",Swimming,M,N,Tiger Shark
2005-12-20,2005,Boating,600 nm west of the Canary Islands,Unknown,Unknown,Unknown,N,Shark
2005-12-11,2005,Unprovoked,Queensland,St. Crispin Reef,Spearfishing,M,N,Reef Shark
2005-12-05,2005,Boating,South Australia,"Middle Beach, 40 km north of Adelaide",Fishing,Unknown,N,White Shark
2005-11-29,2005,Unprovoked,Florida,"Cape San Blas, Gulf County",Surfing,M,N,
2005-11-27,2005,Unprovoked,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,N,Shark
2005-11-25,2005,Boating,Victoria,"6 km off Collendina, south of Melbourne",Fishing,Unknown,N,White Shark
2005-11-25,2005,Unprovoked,Victoria,Flinders,Surfing,M,N,Shark
2005-11-25,2005,Unprovoked,Eastern Cape Province,"Nahoon, East London",Surfing,M,N,
2005-11-24,2005,Unprovoked,Loyalty Islands,Maré,Spearfishing,Unknown,N,
2005-11-21,2005,Unprovoked,Florida,"Jensen Beach, Martin County",Surfing,M,N,Shark
2005-11-20,2005,Unprovoked,Florida,"New SmyrnaBeach, Volusia County",Surfing,M,N,
2005-11-16,2005,Boating,Unknown,Unknown,Unknown,Unknown,N,White Shark
2005-11-15,2005,Provoked,Eastern Cape Province,Aston Bay,Unknown,M,N,Raggedtooth Shark
2005-11-12,2005,Unprovoked,Florida,"New SmyrnaBeach, Volusia County",Surfing,M,N,Shark
2005-11-02,2005,Unprovoked,California,"Mavericks, Half Moon Bay, San Mateo County",Surfing,M,N,
2005-11-02,2005,Unprovoked,California,"Ocean Beach, San Francisco, San Francisco County",Surfing,M,N,White Shark
2005-10-29,2005,Unprovoked,Florida,"Ponce de Leon Inlet, Volusia County",Wading,M,N,Shark
2005-10-25,2005,Unprovoked,Simpson Bay,Sunterra Beach,Standing,M,N,Shark
2005-10-22,2005,Unprovoked,Western Cape Province,Uilenkraalsmond (near Gansbaai),Unknown,M,N,Shark
2005-10-21,2005,Unprovoked,California,"Klamath River mouth, Del Norte County",Surfing,M,N,White Shark
2005-10-19,2005,Unprovoked,California,"Salmon Beach, Sonoma County",Surfing,F,N,White Shark
2005-10-15,2005,Provoked,Florida,"Ponce Inlet, Volusia County",Wading,M,N,
2005-10-13,2005,Unprovoked,Hawaii,"Honokowai, Maui",Surfing,M,N,Tiger Shark
2005-10-11,2005,Unprovoked,East Wall,Jack McKenney's Canyon,Scuba Diving,F,N,Reef Shark
2005-10-06,2005,Unprovoked,Florida,"Ponce Inlet, Volusia County",Unknown,M,N,
2005-10-03,2005,Unprovoked,Abaco Islands,Grand Cay,Diving,M,N,
2005-10-01,2005,Unprovoked,Western Cape Province,"Sunny Cove, Fish Hoek",Unknown,M,N,White Shark
2005-09-27,2005,Unprovoked,New South Wales,Arakoon's Little Bay,Surfing,M,N,Tiger Shark
2005-09-24,2005,Unprovoked,South Australia,Kangaroo Island,Surfing,M,N,White Shark
2005-09-23,2005,Unprovoked,Western Australia,"Scarborough Beach, Perth",Surfing,M,N,Whaler Shark
2005-09-22,2005,Invalid,Florida,"Tigertail Beach, Collier County",Surfing,M,Unknown,Shark
2005-09-20,2005,Unprovoked,South Carolina,"Myrtle Beach, Horry County",Body Surfing,F,N,Shark
2005-09-11,2005,Unprovoked,South Carolina,Folly Beach,Surfing,M,Y,
2005-09-07,2005,Unprovoked,New South Wales,"Park Beach, Coff's Harbour",Standing,M,N,
2005-09-05,2005,Unprovoked,North Carolina,"North Topsail Beach, Onslow County",Wading,F,N,Bull Shark
2005-09-04,2005,Unprovoked,South Australia,"Fishery Bay, Eyre Peninsula",Surfing,M,N,White Shark
2005-09-02,2005,Unprovoked,Florida,"Ponce Inlet, Volusia County",Unknown,M,N,
2005-09-02,2005,Provoked,Unknown,On deck of fishing trawler 100 nautical miles offshore,Unknown,M,Y,Sharkshark
2005-08-24,2005,Unprovoked,South Australia,Glenelg,Scuba Diving,M,Y,White Shark
2005-08-24,2005,Unprovoked,California,"Scripps, LaJolla, San Diego County",Surfing,M,N,White Shark
2005-08-22,2005,Invalid,South Carolina,"6th Avenue North, Myrtle Beach, Horry County",Unknown,M,Unknown,Shark
2005-08-21,2005,Unprovoked,South Carolina,"34th Avenue North, Myrtle Beach, Horry County",Swimming,M,N,Sandbar Sharkblacktip Shark
2005-08-19,2005,Unprovoked,Texas,Crystal Beach (east of Galveston),Unknown,M,N,
2005-08-14,2005,Invalid,Western Cape Province,"Milnerton Lagoon, Cape Town",Unknown,Unknown,Unknown,Shark
2005-08-12,2005,Unprovoked,North Carolina,"Carolina Beach off Texas Avenue, New Hanover County",Surfing,M,N,Shark
2005-08-06,2005,Unprovoked,South Carolina,"Isle of Palms, Charleston County",Swimming,M,N,
2005-08-01,2005,Invalid,Inner Islands,Off North Island,Fishing,M,Unknown,
2005-07-27,2005,Unprovoked,Florida,"Off Zelda Boulevard, Daytona Beach, Volusia Countyy",Wading,F,N,
2005-07-23,2005,Unprovoked,Florida,"Ormond Beach, Volusia County",Surfing,M,N,
2005-07-22,2005,Invalid,Florida,"Quarter mile south of Ponce de Leon Inlet, Volusia County",Surfing,M,Unknown,Shark
2005-07-17,2005,Invalid,Unknown,Unknown,Swimming,M,Unknown,Shark
2005-07-17,2005,Provoked,Shanghai,"Ocean World, Changfeng Park",Unknown,M,N,Shark
2005-07-15,2005,Invalid,Unknown,Unknown,Unknown,Unknown,Unknown,Shark
2005-07-15,2005,Unprovoked,North Carolina,"Holden Beach, Brunswick County",Swimming,M,N,Shark
2005-07-13,2005,Unprovoked,Texas,"Port Bolivar, Galveston County",Unknown,F,N,
2005-07-01,2005,Unprovoked,Florida,"Boca Grande, Lee County",Standing,M,N,
2005-06-27,2005,Unprovoked,Florida,"Cape San Blas, Gulf County",Fishing,M,N,Bull Shark
2005-06-25,2005,Unprovoked,Florida,"Destin, Walton County",Unknown,F,Y,Bull Shark
2005-06-22,2005,Unprovoked,Malampa Province,Atchin Island off Malakula,Swimming,F,Y,Sharksame Shark
2005-06-21,2005,Unprovoked,Baja California,San Luis beach,Surfing,M,N,
2005-06-18,2005,Invalid,Hawaii,Maui,Swimming,M,Unknown,
2005-06-16,2005,Unprovoked,Florida,"Howard E. Futch Memorial Park at Paradise Beach, Brevard County",Swimming,M,N,Shark
2005-06-13,2005,Unprovoked,South Ch'ungch'ong Province,Dando/Kaeui Island,Diving,F,N,White Shark
2005-06-07,2005,Unprovoked,South Carolina,"Kiawah Island, Charleston County",Boogie Boarding,F,N,
2005-06-05,2005,Invalid,New Jersey,"Surf City, Long Beach Island, Ocean County",Surfing,M,Unknown,White Sharkwasno Shark
2005-06-04,2005,Unprovoked,Western Cape Province,Miller's Point,Unknown,M,Y,White Shark
2005-06-02,2005,Unprovoked,Texas,"Mustang Island, Corpus Christi",Wading,M,N,
2005-05-28,2005,Unprovoked,Florida,Daytona Beach Shores,Swimming,M,N,Small Shark
2005-05-27,2005,Unprovoked,Florida,"Sand Key Beach, Clearwater, Pinellas County",Unknown,F,N,Shark
2005-05-25,2005,Unprovoked,Eastern Cape Province,Kei River Mouth,Surfing,M,N,Raggedtooth Shark
2005-05-15,2005,Unprovoked,Queensland,50 km east of Townsville,Spearfishing,M,N,Blacktip Shark
2005-05-14,2005,Boating,Hawaii,"North Kihei, Maui",Kayaking,Unknown,N,Tiger Shark
2005-05-03,2005,Unprovoked,Unknown,Unknown,Fishing,M,N,Shark
2005-05-02,2005,Sea Disaster,South Carolina,Off Sullivans Island,Unknown,M,N,
2005-05-02,2005,Unprovoked,Hawaii,"Noreiga's, Maui",Surfing,M,N,Tiger Shark
2005-04-25,2005,Provoked,New South Wales,Bermagui,Fishing,M,N,Mako Shark
2005-04-17,2005,Unprovoked,New South Wales,Crookhaven,Unknown,Unknown,N,
2005-04-16,2005,Unprovoked,Northern Territory,Bremer Island,Spearfishing,M,N,Copper Shark
2005-04-16,2005,Unprovoked,New South Wales,Bronte Beach,Surfing,M,N,Whaler Shark
2005-04-13,2005,Unprovoked,Florida,"Crescent Beach, Sarasota County",Wading,F,N,Blacktip Shark
2005-04-09,2005,Invalid,Florida,"Central Gulf Coast, St. John County",Surfing,M,Unknown,Shark
2005-04-07,2005,Unprovoked,Texas,"Isla Blanca Park, South Padre Island, Cameron County",Surfing,M,N,
2005-04-06,2005,Unprovoked,Florida,"Jacksonville Beach, Duval County",Unknown,F,N,Hammerhead Shark
2005-04-06,2005,Invalid,Bay Islands,Utila,Scuba Diving,F,Unknown,Shark
2005-03-28,2005,Unprovoked,Western Cape Province,Noordhoek,Surfing,M,N,Shark
2005-03-27,2005,Unprovoked,New South Wales,Unknown,Surfing,M,N,
2005-03-25,2005,Unprovoked,Unknown,Punta Caracas,Surfing,M,N,
2005-03-19,2005,Unprovoked,Western Australia,"Wreck Point, Abrolhos Islands",Snorkeling,M,Y,White Shark
2005-03-12,2005,Provoked,New Mexico,"Albuquerue Aquarium, Albuquerue",Unknown,M,N,Sandtiger Shark
2005-03-10,2005,Invalid,KwaZulu-Natal,Isipingo,Unknown,M,Unknown,
2005-03-09,2005,Provoked,North Island,"Waiapu River mouth , East Cape",Fishing,M,N,Whaler Shark
2005-03-05,2005,Unprovoked,Santa Isabel Province,Unknown,Diving,M,N,
2005-02-26,2005,Unprovoked,Queensland,Brisbane River,Swimming,M,N,Bull Shark
2005-02-22,2005,Provoked,Florida,"Long Key, Monroe County",Spearfishing,M,N,Nurse Shark
2005-02-16,2005,Unprovoked,Hawaii,"Rocky Point, north shore of O'ahu",Surfing,M,N,Tiger Shark
2005-02-13,2005,Unprovoked,Florida,Fort Lauderdale,Spearfishing,M,N,Reef Shark
2005-02-04,2005,Unprovoked,Bahia,Ilhéus,Surfing,M,N,
2005-01-20,2005,Unprovoked,Santiago de Cuba Province,Uvero,Swimming,M,N,Shark
2005-01-19,2005,Provoked,Victoria,Port Phillip Bay,Spearfishing,M,N,Shark
2005-01-14,2005,Provoked,Victoria,Blairgowrie,Unknown,Unknown,N,Whaler Shark
2005-01-08,2005,Boating,North Island,Taupiri Bay,Unknown,M,N,White Shark
2004-12-26,2004,Invalid,Eastern Province,Pasikudha,Unknown,F,Unknown,Shark
2004-12-16,2004,Unprovoked,South Australia,"West Beach, Adelaide",Unknown,M,Y,White Shark
2004-12-11,2004,Unprovoked,Queensland,Opal Reef,Spearfishing,M,Y,Bull Shark
2004-11-27,2004,Unprovoked,Eastern Cape Province,"Nahoon, East London",Surfing,M,N,Raggedtooth Shark
2004-11-26,2004,Unprovoked,Eastern Cape Province,Gonubie,Unknown,M,N,Raggedtooth Shark
2004-11-15,2004,Unprovoked,Western Cape Province,"Fish Hoek, False Bay",Swimming,F,Y,White Shark
2004-11-11,2004,Unprovoked,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,Unknown,N,White Shark
2004-11-11,2004,Unprovoked,Malampa Province,Malakula (Malakula Island),Snorkeling,M,N,
2004-11-01,2004,Unprovoked,North Province,Koumac,Diving,Unknown,N,Shark
2004-10-31,2004,Unprovoked,Camaguey Province,Santa Lucia,Diving,M,N,Bull Shark
2004-10-30,2004,Invalid,North Island,Whangarei,Unknown,Unknown,Unknown,
2004-10-30,2004,Unprovoked,Western Cape Province,Gansbaai,Unknown,M,N,White Shark
2004-10-21,2004,Unprovoked,New South Wales,Stockton Beach,Surfing,M,N,Whaler Shark
2004-10-10,2004,Unprovoked,California,"Limantour Beach, Point Reyes National Seashore",Surfing,M,N,White Shark
2004-10-09,2004,Unprovoked,Hawaii,Moloka'i,Spearfishing,M,N,Tiger Shark
2004-10-09,2004,Unprovoked,Eastern Cape Province,Jeffreys Bay,Surfing,M,N,Raggedtooth Shark
2004-10-06,2004,Unprovoked,Conservatória District,"P' tit Paris, Saint-Pierre",Body Boarding,M,N,Tiger Shark
2004-10-02,2004,Unprovoked,California,"Pismo Beach, San Luis Obispo County",Surfing,M,N,
2004-10-01,2004,Unprovoked,California,"Lifeguard Tower 16, Huntington Beach, Orange County",Surfing,M,N,
2004-09-25,2004,Boating,Queensland,Batt Reef,Unknown,Unknown,N,Tiger Shark
2004-09-20,2004,Unprovoked,Oregon,GoldBeach,Surfing,M,N,White Shark
2004-09-10,2004,Invalid,Texas,South Padre Island,Unknown,M,Unknown,Shark
2004-09-08,2004,Unprovoked,Pernambuco,"Pina, Recife",Swimming,Unknown,Y,
2004-09-04,2004,Unprovoked,South Carolina,"North of Apache Pier, Myrtle Beach, Horry County",Unknown,F,N,Shark
2004-08-29,2004,Unprovoked,Florida,"New Smyrna Beach / Cape CanaveralNational Seashore, Brevard County",Unknown,F,N,
2004-08-21,2004,Unprovoked,Pernambuco,"Boa Viagem Beach, Recife",Bathing,M,N,Tiger Shark
2004-08-20,2004,Unprovoked,California,"204s, San Clemente, Orange County",Surfing,M,N,White Shark
2004-08-15,2004,Unprovoked,California,"Kibesillah, Mendocino County",Diving,M,Y,White Shark
2004-08-06,2004,Unprovoked,Florida,"Big Bayou, St. Petersburg, Pinellas County",Swimming,M,N,Shark
2004-08-03,2004,Unprovoked,New South Wales,Byron Bay,Spearfishing,M,N,
2004-08-01,2004,Boating,KwaZulu-Natal,Park Rynie,Fishing,Unknown,N,White Shark
2004-07-31,2004,Unprovoked,Florida,"CocoaBeach, Brevard County",Surfing,F,N,
2004-07-30,2004,Unprovoked,Kuril Islands in the Pacific,"Kunashir Island, 70 km from northern Japan",Unknown,M,N,White Shark
2004-07-28,2004,Unprovoked,North Carolina,"Rodanthe, Dare County",Surfing,F,N,
2004-07-27,2004,Unprovoked,North Carolina,"Carolina Beach, New Hanover County",Swimming,F,N,Shark
2004-07-27,2004,Unprovoked,Texas,Galveston Island,Swimming,F,N,Shark
2004-07-25,2004,Unprovoked,Texas,"Bryan Beach, Brazoria County",Unknown,M,N,Bull Shark
2004-07-19,2004,Boating,Western Australia,"7 km off Trigg surf beach, Perth",Fishing,Unknown,N,White Shark
2004-07-15,2004,Unprovoked,Wakayama Prefecture,Susami,Unknown,M,N,Mako Shark
2004-07-10,2004,Unprovoked,Western Australia,"Lefthanders Beach, Margaret River",Surfing,M,Y,Shark
2004-07-02,2004,Unprovoked,Sinai Peninsula,The lagoon at Dahab,Snorkeling,F,N,Shark
2004-07-02,2004,Unprovoked,Alabama,"Gulf Shores Beach, Baldwin County",Wading,M,N,Shark
2004-06-26,2004,Unprovoked,California,"San Onofre State Beach, San Diego County",Surfing,M,N,White Shark
2004-06-26,2004,Invalid,Western Australia,Floreat Beach,Unknown,M,Unknown,
2004-06-14,2004,Unprovoked,Florida,"Disney / Vero Beach, Indian River County",Unknown,F,N,
2004-06-10,2004,Unprovoked,Western Australia,Bunbury,Body Boarding,M,N,Whaler Shark
2004-06-10,2004,Unprovoked,Florida,"Daytona Beach Shores, Volusia County",Swimming,M,N,Shark
2004-06-02,2004,Unprovoked,Western Cape Province,Dyer Island,Unknown,M,Y,White Shark
